bbmap stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_method_depth,Reads Used,Reads Used (bases),Mapping Time (s),Reads/sec,kBases/sec,Mated pairs (pct pairs),Mated pairs (num pairs),Mated pairs (pct bases),Mated pairs (num bases),Bad pairs (pct pairs),Bad pairs (num pairs),Bad pairs (pct bases),Bad pairs (num bases),insert size avg,Read 1 mapped (pct reads),Read 1 mapped (num reads),Read 1 mapped (pct bases),Read 1 mapped (num bases),Read 1 unambiguous (pct reads),Read 1 unambiguous (num reads),Read 1 unambiguous (pct bases),Read 1 unambiguous (num bases),Read 1 ambiguous (pct reads),Read 1 ambiguous (num reads),Read 1 ambiguous (pct bases),Read 1 ambiguous (num bases),Read 1 low-Q discards (pct reads),Read 1 low-Q discards (num reads),Read 1 low-Q discards (pct bases),Read 1 low-Q discards (num bases),Read 1 perfect best site (pct reads),Read 1 perfect best site (num reads),Read 1 perfect best site (pct bases),Read 1 perfect best site (num bases),Read 1 semiperfect site (pct reads),Read 1 semiperfect site (num reads),Read 1 semiperfect site (pct bases),Read 1 semiperfect site (num bases),Read 1 rescued (pct reads),Read 1 rescued (num reads),Read 1 Match Rate (pct bases),Read 1 Match Rate (num bases),Read 1 Error Rate (pct reads),Read 1 Error Rate (num reads),Read 1 Error Rate (pct bases),Read 1 Error Rate (num bases),Read 1 Sub Rate (pct reads),Read 1 Sub Rate (num reads),Read 1 Sub Rate (pct bases),Read 1 Sub Rate (num bases),Read 1 Del Rate (pct reads),Read 1 Del Rate (num reads),Read 1 Del Rate (pct bases),Read 1 Del Rate (num bases),Read 1 Ins Rate (pct reads),Read 1 Ins Rate (num reads),Read 1 Ins Rate (pct bases),Read 1 Ins Rate (num bases),Read 1 N Rate (pct reads),Read 1 N Rate (num reads),Read 1 N Rate (pct bases),Read 1 N Rate (num bases),Read 2 mapped (pct reads),Read 2 mapped (num reads),Read 2 mapped (pct bases),Read 2 mapped (num bases),Read 2 unambiguous (pct reads),Read 2 unambiguous (num reads),Read 2 unambiguous (pct bases),Read 2 unambiguous (num bases),Read 2 ambiguous (pct reads),Read 2 ambiguous (num reads),Read 2 ambiguous (pct bases),Read 2 ambiguous (num bases),Read 2 low-Q discards (pct reads),Read 2 low-Q discards (num reads),Read 2 low-Q discards (pct bases),Read 2 low-Q discards (num bases),Read 2 perfect best site (pct reads),Read 2 perfect best site (num reads),Read 2 perfect best site (pct bases),Read 2 perfect best site (num bases),Read 2 semiperfect site (pct reads),Read 2 semiperfect site (num reads),Read 2 semiperfect site (pct bases),Read 2 semiperfect site (num bases),Read 2 rescued (pct reads),Read 2 rescued (num reads),Read 2 Match Rate (pct bases),Read 2 Match Rate (num bases),Read 2 Error Rate (pct reads),Read 2 Error Rate (num reads),Read 2 Error Rate (pct bases),Read 2 Error Rate (num bases),Read 2 Sub Rate (pct reads),Read 2 Sub Rate (num reads),Read 2 Sub Rate (pct bases),Read 2 Sub Rate (num bases),Read 2 Del Rate (pct reads),Read 2 Del Rate (num reads),Read 2 Del Rate (pct bases),Read 2 Del Rate (num bases),Read 2 Ins Rate (pct reads),Read 2 Ins Rate (num reads),Read 2 Ins Rate (pct bases),Read 2 Ins Rate (num bases),Read 2 N Rate (pct reads),Read 2 N Rate (num reads),Read 2 N Rate (pct bases),Read 2 N Rate (num bases),sample,method,depth
UT-UPHL-240124124876_seqkit_1000,194878,26706750,7.674,25393.38,3480,99.843,97286,99.7457,26638826,0.0123,12,0.0136,3620,199.03,99.9466,97387,99.9472,13333075,99.9466,97387,99.9472,13333075,0,0,0,0,0,0,0,0,57.4472,55976,56.4762,7533995,57.4472,55976,56.4762,7533995,0.391,381,98.7713,13258421,42.5057,41395,1.2284,164889,41.8577,40764,0.5504,73884,2.5619,2495,0.6725,90274,0.1797,175,0.0054,731,0.0288,28,0.0003,39,99.8768,97319,99.8702,13349290,99.8768,97319,99.8702,13349290,0,0,0,0,0,0,0,0,60.0211,58484,58.9728,7882678,60.0211,58484,58.9728,7882678,0.3838,374,98.8947,13281794,39.8761,38807,1.1047,148360,39.2041,38153,0.4961,66621,2.5791,2510,0.6028,80952,0.1808,176,0.0059,787,0.0421,41,0.0007,88,UT-UPHL-240124124876,seqkit,1000
UT-UPHL-240124124876_seqkit_5000,973736,133325291,24.341,40004.1,5477.42,99.8515,486145,99.7552,132998950,0.0094,46,0.0104,13854,199.05,99.9511,486630,99.9535,66565788,99.9511,486630,99.9535,66565788,0,0,0,0,0,0,0,0,57.5168,280031,56.5118,37635007,57.5168,280031,56.5118,37635007,0.3609,1757,98.5837,66191510,42.4376,206514,1.416,950727,41.7714,203272,0.5505,369596,2.6032,12668,0.8589,576685,0.2088,1016,0.0066,4446,0.0306,149,0.0004,236,99.8772,486270,99.8716,66642864,99.8772,486270,99.8716,66642864,0,0,0,0,0,0,0,0,59.8057,291175,58.7092,39175809,59.8057,291175,58.7092,39175809,0.3572,1739,98.5594,66301151,40.0979,194984,1.4401,968756,39.3888,191536,0.5008,336875,2.6195,12738,0.9326,627373,0.2108,1025,0.0067,4508,0.0413,201,0.0005,330,UT-UPHL-240124124876,seqkit,5000
UT-UPHL-240124124876_seqkit_10000,1947840,266706250,45.055,43232.94,5919.63,99.8529,972487,99.7576,266059762,0.0098,95,0.0107,28612,199.02,99.9514,973447,99.9545,133160072,99.9513,973446,99.9544,133159968,0.0001,1,0.0001,104,0,0,0,0,57.5801,560784,56.5816,75378445,57.5801,560784,56.5816,75378445,0.3617,3523,98.5064,132414193,42.3723,412472,1.4932,2007212,41.7092,406017,0.5479,736507,2.5977,25287,0.9387,1261835,0.2087,2032,0.0066,8870,0.0331,322,0.0004,502,99.8794,972745,99.875,133318672,99.8793,972744,99.8749,133318568,0.0001,1,0.0001,104,0,0,0,0,59.7682,582094,58.6657,78310188,59.7682,582094,58.6657,78310188,0.3506,3415,98.659,132633768,40.1372,390433,1.3405,1802171,39.4397,383648,0.5016,674362,2.5893,25187,0.8315,1117887,0.2107,2050,0.0074,9922,0.0398,387,0.0005,620,UT-UPHL-240124124876,seqkit,10000
UT-UPHL-240124217603_bbnorm_10,5920,749570,1.62,3653.33,462.57,94.7635,2805,95.3136,714442,0.0338,1,0.04,300,178,95.8108,2836,96.6204,361481,95.5405,2828,96.5512,361222,0.2703,8,0.0692,259,0,0,0,0,23.8176,705,25.2338,94406,23.8176,705,25.2338,94406,1.9257,57,86.0856,349852,75.141,2131,13.9136,56545,74.2948,2107,2.7884,11332,4.3018,122,11.0529,44919,1.7278,49,0.0723,294,0.1058,3,0.0007,3,95.3716,2823,95.8055,359697,95.1014,2815,95.7365,359438,0.2703,8,0.069,259,0,0,0,0,50.8108,1504,48.5179,182158,50.8108,1504,48.5179,182158,3.6824,109,98.0521,354830,46.6879,1318,1.9471,7046,44.9522,1269,1.2314,4456,4.7113,133,0.603,2182,2.0546,58,0.1127,408,0.1063,3,0.0008,3,UT-UPHL-240124217603,bbnorm,10
UT-UPHL-240124217603_bbnorm_30,31520,3852734,3.5,9004.44,1100.63,97.9378,15435,97.919,3772558,0.019,3,0.0234,902,167.42,98.6548,15548,98.857,1901471,98.6104,15541,98.845,1901241,0.0444,7,0.012,230,0,0,0,0,16.4023,2585,18.0065,346347,16.4023,2585,18.0065,346347,1.2437,196,88.2519,1831674,83.3741,12963,11.7392,243647,82.8402,12880,3.3012,68517,3.6017,560,8.3852,174036,1.4214,221,0.0527,1094,0.0772,12,0.009,186,98.1789,15473,98.2047,1894641,98.1218,15464,98.1891,1894339,0.0571,9,0.0157,302,0,0,0,0,52.9822,8350,48.9022,943458,52.9822,8350,48.9022,943458,1.7259,272,94.2136,1870079,46.0156,7120,5.7811,114751,44.8588,6941,1.1615,23055,3.7032,573,4.549,90295,1.4024,217,0.0706,1401,0.0711,11,0.0053,106,UT-UPHL-240124217603,bbnorm,30
UT-UPHL-240124217603_bbnorm_50,69626,8498254,6.442,10808.79,1319.27,98.5264,34300,98.4351,8365268,0.0431,15,0.0533,4526,166.29,99.1727,34525,99.2848,4212693,99.1526,34518,99.2794,4212463,0.0201,7,0.0054,230,0,0,0,0,13.3944,4663,14.729,624955,13.3944,4663,14.729,624955,1.0542,367,91.1029,4043796,86.4909,29861,8.8932,394743,86.1492,29743,3.7521,166545,3.6959,1276,5.0921,226022,1.1962,413,0.049,2176,0.0608,21,0.004,176,98.7849,34390,98.7611,4202500,98.7591,34381,98.754,4202198,0.0259,9,0.0071,302,0,0,0,0,51.7192,18005,47.1346,2005679,51.7192,18005,47.1346,2005679,1.5109,526,92.249,4144403,47.6214,16377,7.748,348090,46.4903,15988,1.228,55169,3.7773,1299,6.4578,290126,1.2242,421,0.0622,2795,0.0582,20,0.003,133,UT-UPHL-240124217603,bbnorm,50
UT-UPHL-240124217603_bbnorm_100,159688,19686079,10.737,14872.9,1833.51,98.9555,79010,98.8156,19452910,0.0326,26,0.0398,7840,168.87,99.464,79416,99.5109,9781355,99.4577,79411,99.5092,9781191,0.0063,5,0.0017,164,0,0,0,0,12.4568,9946,13.5014,1327109,12.4568,9946,13.5014,1327109,1.0495,838,89.0423,9363757,87.4736,69468,10.955,1152032,87.1789,69234,3.9267,412939,3.9048,3101,6.9866,734719,0.9859,783,0.0416,4374,0.0567,45,0.0027,285,99.2034,79208,99.1564,9773500,99.1972,79203,99.1548,9773336,0.0063,5,0.0017,164,0,0,0,0,49.6456,39639,44.9251,4428114,49.6456,39639,44.9251,4428114,1.3739,1097,90.902,9626392,49.9356,39553,9.0954,963187,48.7918,38647,1.3231,140116,4.1056,3252,7.7088,816355,1.164,922,0.0634,6716,0.0694,55,0.0026,276,UT-UPHL-240124217603,bbnorm,100
UT-UPHL-240124217603_bbnorm_200,279640,35072667,15.27,18312.47,2296.76,99.0266,138459,98.8683,34675750,0.0408,57,0.0489,17168,173.59,99.5587,139203,99.5849,17438771,99.5566,139200,99.5844,17438673,0.0021,3,0.0006,98,0,0,0,0,15.0086,20985,15.9936,2800718,15.0086,20985,15.9936,2800718,1.0835,1515,89.1151,16720604,84.922,118214,10.8821,2041810,84.5442,117688,3.783,709808,3.9705,5527,7.0574,1324169,0.9914,1380,0.0417,7833,0.0481,67,0.0028,526,99.2769,138809,99.2207,17424364,99.2748,138806,99.2202,17424266,0.0021,3,0.0006,98,0,0,0,0,49.4364,69122,45.2516,7946734,49.4364,69122,45.2516,7946734,1.3117,1834,90.8308,17162402,50.179,69653,9.1654,1731801,49.017,68040,1.3231,249995,4.1863,5811,7.7828,1470559,1.1591,1609,0.0595,11247,0.0843,117,0.0038,720,UT-UPHL-240124217603,bbnorm,200
UT-UPHL-240124217603_bbnorm_300,356074,45078123,18.994,18746.9,2373.31,99.0586,176361,98.9025,44583380,0.0477,85,0.0568,25614,176.05,99.595,177316,99.6172,22420337,99.5939,177314,99.6169,22420272,0.0011,2,0.0003,65,0,0,0,0,17.4183,31011,18.3467,4129198,17.4183,31011,18.3467,4129198,1.056,1880,88.0879,21547000,82.5081,146300,11.9082,2912831,82.0625,145510,3.5225,861636,4.025,7137,8.3418,2040465,1.0411,1846,0.0439,10730,0.0541,96,0.004,971,99.3069,176803,99.2505,22402444,99.3058,176801,99.2502,22402379,0.0011,2,0.0003,65,0,0,0,0,50.039,89088,46.2407,10437277,50.039,89088,46.2407,10437277,1.2604,2244,90.4827,22077708,49.5919,87680,9.5127,2321081,48.4285,85623,1.2656,308810,4.1956,7418,8.1865,1997489,1.1917,2107,0.0606,14782,0.0831,147,0.0047,1144,UT-UPHL-240124217603,bbnorm,300
UT-UPHL-240124217603_bbnorm_400,418314,53287453,21.725,19254.87,2452.81,99.1102,207296,98.9591,52732788,0.0459,96,0.0542,28906,178.27,99.6151,208352,99.6346,26509240,99.6142,208350,99.6344,26509175,0.001,2,0.0002,65,0,0,0,0,20.1059,42053,20.9883,5584237,20.1059,42053,20.9883,5584237,0.9959,2083,88.4915,25542002,79.814,166294,11.5048,3320722,79.3091,165242,3.3032,953424,3.9256,8179,8.1574,2354537,1.0228,2131,0.0442,12761,0.0518,108,0.0036,1053,99.3502,207798,99.3002,26494282,99.3493,207796,99.2999,26494217,0.001,2,0.0002,65,0,0,0,0,50.988,106645,47.5156,12677650,50.988,106645,47.5156,12677650,1.1848,2478,90.025,26127718,48.6588,101112,9.9697,2893487,47.4519,98604,1.1979,347660,4.1362,8595,8.712,2528453,1.1925,2478,0.0599,17374,0.0837,174,0.0053,1530,UT-UPHL-240124217603,bbnorm,400
UT-UPHL-240124217603_bbnorm_500,472438,60475293,23.867,19794.43,2533.82,99.1411,234190,98.9946,59867284,0.0504,119,0.0592,35826,179.42,99.6317,235349,99.6493,30090164,99.6309,235347,99.6491,30090099,0.0008,2,0.0002,65,0,0,0,0,22.121,52254,22.9263,6922834,22.121,52254,22.9263,6922834,1.0122,2391,86.798,29051612,77.793,183085,13.1972,4417161,77.2185,181733,3.0536,1022051,3.9766,9359,10.0991,3380223,1.021,2403,0.0445,14887,0.0603,142,0.0048,1614,99.3777,234749,99.3321,30077000,99.3768,234747,99.3319,30076935,0.0008,2,0.0002,65,0,0,0,0,51.6356,121973,48.3729,14646950,51.6356,121973,48.3729,14646950,1.157,2733,88.3646,29675627,48.0219,112731,11.6289,3905368,46.8053,109875,1.131,379841,4.1253,9684,10.4403,3506179,1.1621,2728,0.0576,19348,0.0895,210,0.0065,2184,UT-UPHL-240124217603,bbnorm,500
UT-UPHL-240124217603_bbnorm_1000,711420,92589858,32.119,22149.66,2882.73,99.2353,352990,99.103,91759318,0.0579,206,0.067,62052,183.93,99.6944,354623,99.7124,46100922,99.6939,354621,99.7122,46100857,0.0006,2,0.0001,65,0,0,0,0,29.7231,105728,30.2696,13994797,29.7231,105728,30.2696,13994797,0.9134,3249,85.8955,44839129,70.1819,248881,14.0982,7359534,69.4337,246228,2.3647,1234444,3.9698,14078,11.6874,6101033,1.0538,3737,0.0461,24057,0.068,241,0.0063,3292,99.4451,353736,99.4105,46082672,99.4445,353734,99.4103,46082607,0.0006,2,0.0001,65,0,0,0,0,54.6414,194365,52.131,24165831,54.6414,194365,52.131,24165831,1.018,3621,86.6255,45559430,45.037,159312,13.368,7030730,43.7205,154655,0.9342,491305,4.0663,14384,12.3797,6510908,1.1325,4006,0.0542,28517,0.0828,293,0.0065,3420,UT-UPHL-240124217603,bbnorm,1000
UT-UPHL-240124217603_bbnorm_5000,2818450,378021096,96.712,29142.76,3908.74,99.6145,1403793,99.5103,376169962,0.055,775,0.0616,232982,189.31,99.8623,1407285,99.874,188562268,99.8621,1407282,99.8739,188562084,0.0002,3,0.0001,184,0,0,0,0,45.8809,646565,45.3524,85625286,45.8809,646565,45.3524,85625286,0.71,10006,92.1562,186119765,54.0498,760635,7.8408,15835278,52.7484,742320,1.1594,2341474,4.0205,56580,6.6344,13398861,0.9164,12896,0.047,94943,0.0357,503,0.003,6086,99.7408,1405572,99.7323,188714455,99.7406,1405569,99.7322,188714271,0.0002,3,0.0001,184,0,0,0,0,61.6061,868168,60.1938,113899311,61.6061,868168,60.1938,113899311,0.6797,9579,92.5322,187389947,38.2222,537240,7.4645,15116601,36.5293,513445,0.6009,1216866,4.0734,57255,6.8138,13798875,0.9477,13321,0.0498,100860,0.0438,616,0.0033,6782,UT-UPHL-240124217603,bbnorm,5000
UT-UPHL-240124217603_bbnorm_10000,7942246,1073081429,248.398,31973.94,4320.02,99.7705,3962009,99.6717,1069558442,0.0391,1551,0.0434,466166,187.28,99.9217,3968012,99.9286,535603324,99.9216,3968008,99.9285,535603109,0.0001,4,0,215,0,0,0,0,49.7871,1977107,48.8555,261858766,49.7871,1977107,48.8555,261858766,0.6351,25220,95.0767,530686387,50.1671,1990636,4.9218,27471610,48.6604,1930850,0.8505,4746944,4.1785,165805,4.0424,22563139,0.6924,27473,0.0289,161527,0.0231,916,0.0015,8466,99.8509,3965203,99.847,536273777,99.8508,3965199,99.847,536273562,0.0001,4,0,215,0,0,0,0,63.1842,2509122,61.9869,332928841,63.1842,2509122,61.9869,332928841,0.6055,24046,95.1967,533216562,36.712,1455707,4.8016,26895015,34.842,1381558,0.5144,2881203,4.2165,167191,4.2575,23847229,0.7023,27849,0.0297,166583,0.0275,1089,0.0017,9429,UT-UPHL-240124217603,bbnorm,10000
UT-UPHL-240124217603_raw_all,74935594,10158956367,2298.697,32599.16,4419.44,99.8057,37395008,99.7088,10129370656,0.0328,12271,0.0363,3688722,185.32,99.939,37444953,99.9431,5071401963,99.939,37444942,99.9431,5071400870,0,11,0,1093,0,0,0,0,50.7403,19011269,49.4949,2511516460,50.7403,19011270,49.4949,2511516611,0.6334,237304,96.8614,5031285234,49.2114,18427189,3.1378,162988551,47.6544,17844165,0.7499,38951565,4.4257,1657191,2.3662,122909592,0.6214,232699,0.0217,1127394,0.0332,12449,0.0007,37770,99.8688,37418627,99.8637,5077735369,99.8687,37418617,99.8637,5077734459,0,10,0,910,0,0,0,0,63.2646,23703858,62.159,3160577943,63.2646,23703861,62.159,3160578396,0.6036,226166,97.0518,5050504834,36.6306,13706685,2.9475,153385913,34.7159,12990219,0.5008,26063352,4.4508,1665413,2.4249,126191002,0.6208,232284,0.0217,1131559,0.0374,14004,0.0007,35624,UT-UPHL-240124217603,raw,all
UT-UPHL-240124217603_seqkit_10,1976,267605,1.115,1771.55,239.92,99.4939,983,99.4645,266172,0,0,0,0,186.69,99.8988,987,99.9701,133572,99.8988,987,99.9701,133572,0,0,0,0,0,0,0,0,50.3036,497,49.5764,66240,50.3036,497,49.5764,66240,1.5182,15,98.7745,132508,49.5441,489,1.2217,1639,48.1256,475,0.7693,1032,4.5593,45,0.4323,580,0.5066,5,0.0201,27,0.1013,1,0.0037,5,99.5951,984,99.5492,133389,99.5951,984,99.5492,133389,0,0,0,0,0,0,0,0,62.247,615,61.7353,82721,62.247,615,61.7353,82721,2.3279,23,99.054,132672,37.5,369,0.946,1267,35.1626,346,0.5062,678,4.9797,49,0.4106,550,0.6098,6,0.0291,39,0,0,0,0,UT-UPHL-240124217603,seqkit,10
UT-UPHL-240124217603_seqkit_30,5926,800870,1.666,3556.05,480.58,99.7975,2957,99.7186,798616,0.0337,1,0.0377,302,185.93,99.9663,2962,99.99,399945,99.9663,2962,99.99,399945,0,0,0,0,0,0,0,0,51.0631,1513,50.1644,200650,51.0631,1513,50.1644,200650,1.3837,41,97.9478,396898,48.8859,1448,2.051,8311,47.603,1410,0.7384,2992,3.6462,108,1.3003,5269,0.5739,17,0.0123,50,0.0338,1,0.0012,5,99.865,2959,99.8493,400281,99.865,2959,99.8493,400281,0,0,0,0,0,0,0,0,64.4279,1909,63.7826,255695,64.4279,1909,63.7826,255695,2.16,64,99.1945,398277,35.485,1050,0.8055,3234,33.6262,995,0.4869,1955,4.0216,119,0.3063,1230,0.5069,15,0.0122,49,0,0,0,0,UT-UPHL-240124217603,seqkit,30
UT-UPHL-240124217603_seqkit_50,9872,1336472,2.062,4787,648.06,99.8379,4928,99.7466,1333086,0.0405,2,0.0452,604,186.1,99.9797,4935,99.994,667480,99.9797,4935,99.994,667480,0,0,0,0,0,0,0,0,50.4457,2490,49.3187,329212,50.4457,2490,49.3187,329212,1.3776,68,98.308,662459,49.5238,2444,1.6911,11396,48.0041,2369,0.7312,4927,3.9311,194,0.9469,6381,0.689,34,0.0131,88,0.0405,2,0.0009,6,99.8987,4931,99.8871,668197,99.8987,4931,99.8871,668197,0,0,0,0,0,0,0,0,64.3233,3175,63.4546,424481,64.3233,3175,63.4546,424481,1.9044,94,99.1377,664846,35.6114,1756,0.8616,5778,33.5835,1656,0.4852,3254,4.1979,207,0.3626,2432,0.5678,28,0.0137,92,0.0203,1,0.0007,5,UT-UPHL-240124217603,seqkit,50
UT-UPHL-240124217603_seqkit_100,19732,2665980,2.959,6668.37,900.96,99.7871,9845,99.6915,2657756,0.0405,4,0.0453,1208,184.66,99.929,9859,99.9383,1330792,99.929,9859,99.9383,1330792,0,0,0,0,0,0,0,0,50.7298,5005,49.4533,658527,50.7298,5005,49.4533,658527,1.0744,106,96.5249,1320438,49.2241,4853,3.474,47524,47.6823,4701,0.7367,10078,4.3209,426,2.7182,37184,0.7709,76,0.0192,262,0.0304,3,0.001,14,99.8682,9853,99.8543,1332422,99.8682,9853,99.8543,1332422,0,0,0,0,0,0,0,0,63.7036,6285,62.6247,835643,63.7036,6285,62.6247,835643,1.3683,135,99.0799,1325265,36.1819,3565,0.9191,12294,34.1926,3369,0.5114,6841,4.5164,445,0.385,5150,0.7206,71,0.0227,303,0.0406,4,0.001,13,UT-UPHL-240124217603,seqkit,100
UT-UPHL-240124217603_seqkit_200,29456,3982704,3.504,8406.03,1136.57,99.7963,14698,99.7001,3970758,0.0272,4,0.0303,1208,184.9,99.9321,14718,99.9413,1988122,99.9321,14718,99.9413,1988122,0,0,0,0,0,0,0,0,50.8895,7495,49.6313,987309,50.8895,7495,49.6313,987309,0.937,138,97.2764,1972473,49.0692,7222,2.7228,55211,47.5676,7001,0.7457,15121,4.2669,628,1.9518,39577,0.7066,104,0.0253,513,0.0272,4,0.0007,15,99.8506,14706,99.8397,1990220,99.8506,14706,99.8397,1990220,0,0,0,0,0,0,0,0,63.9666,9421,62.9287,1254431,63.9666,9421,62.9287,1254431,1.229,181,97.7217,1979790,35.9173,5282,2.2775,46141,33.9861,4998,0.4934,9997,4.4404,653,1.7635,35727,0.646,95,0.0206,417,0.034,5,0.0008,16,UT-UPHL-240124217603,seqkit,200
UT-UPHL-240124217603_seqkit_300,39206,5308072,3.979,9854.26,1334.16,99.8317,19570,99.7341,5293958,0.0255,5,0.0284,1510,185.09,99.9439,19592,99.9504,2650024,99.9439,19592,99.9504,2650024,0,0,0,0,0,0,0,0,50.8392,9966,49.6359,1316017,50.8392,9966,49.6359,1316017,0.9386,184,97.6679,2629166,49.1221,9624,2.3315,62762,47.6623,9338,0.7517,20235,4.2415,831,1.5573,41922,0.6635,130,0.0225,605,0.0357,7,0.0007,18,99.8827,19580,99.8741,2653387,99.8827,19580,99.8741,2653387,0,0,0,0,0,0,0,0,63.7351,12494,62.7258,1666458,63.7351,12494,62.7258,1666458,1.1121,218,97.9991,2639343,36.1696,7082,2.0001,53867,34.3309,6722,0.4998,13462,4.3718,856,1.4794,39844,0.5771,113,0.0208,561,0.0358,7,0.0008,21,UT-UPHL-240124217603,seqkit,300
UT-UPHL-240124217603_seqkit_400,58874,7983813,4.538,12973.92,1759.37,99.7996,29378,99.7045,7960224,0.0374,11,0.0414,3308,185.12,99.9389,29419,99.945,3985576,99.9389,29419,99.945,3985576,0,0,0,0,0,0,0,0,50.8578,14971,49.6881,1981449,50.8578,14971,49.6881,1981449,0.8051,237,96.7708,3954296,49.0873,14441,3.2284,131920,47.5577,13991,0.7399,30233,4.3781,1288,2.4637,100672,0.6492,191,0.0248,1015,0.0442,13,0.0008,32,99.8709,29399,99.8638,3990599,99.8709,29399,99.8638,3990599,0,0,0,0,0,0,0,0,63.4032,18664,62.3731,2492454,63.4032,18664,62.3731,2492454,0.9206,271,96.7308,3969406,36.4978,10730,3.2686,134131,34.593,10170,0.4925,20212,4.4219,1300,2.7528,112961,0.6123,180,0.0233,958,0.0306,9,0.0006,23,UT-UPHL-240124217603,seqkit,400
UT-UPHL-240124217603_seqkit_500,98192,13298523,5.933,16550.45,2241.49,99.8065,49001,99.7137,13260452,0.0326,16,0.0359,4774,184.91,99.943,49068,99.9487,6638907,99.943,49068,99.9487,6638907,0,0,0,0,0,0,0,0,50.9349,25007,49.7023,3301380,50.9349,25007,49.7023,3301380,0.6966,342,96.8076,6586614,49.0116,24049,3.1916,217149,47.4688,23292,0.7438,50604,4.4632,2190,2.4239,164915,0.6481,318,0.024,1630,0.0448,22,0.0009,59,99.8656,49030,99.8619,6647020,99.8656,49030,99.8619,6647020,0,0,0,0,0,0,0,0,63.3534,31104,62.2976,4146661,63.3534,31104,62.2976,4146661,0.7883,387,96.5215,6611627,36.545,17918,3.4775,238207,34.6625,16995,0.4946,33882,4.4524,2183,2.9618,202882,0.5813,285,0.0211,1443,0.0367,18,0.001,68,UT-UPHL-240124217603,seqkit,500
UT-UPHL-240124217603_seqkit_1000,197504,26778568,8.949,22069.68,2992.32,99.8056,98560,99.7122,26701490,0.0284,28,0.0313,8394,185.64,99.9382,98691,99.9438,13367541,99.9382,98691,99.9438,13367541,0,0,0,0,0,0,0,0,50.8678,50233,49.6291,6637924,50.8678,50233,49.6291,6637924,0.6937,685,96.4571,13262621,49.0795,48437,3.5417,486976,47.5099,46888,0.7414,101935,4.3945,4337,2.7799,382227,0.6029,595,0.0205,2814,0.0405,40,0.0012,171,99.8653,98619,99.8617,13384980,99.8653,98619,99.8617,13384980,0,0,0,0,0,0,0,0,63.2767,62487,62.2071,8337940,63.2767,62487,62.2071,8337940,0.6866,678,97.0122,13313442,36.6197,36114,2.9865,409856,34.7469,34267,0.4989,68469,4.4434,4382,2.4665,338489,0.5658,558,0.0211,2898,0.0335,33,0.0012,171,UT-UPHL-240124217603,seqkit,1000
UT-UPHL-240124217603_seqkit_5000,987422,133864752,32.33,30542.41,4140.63,99.8128,492787,99.7161,133484754,0.0296,146,0.0327,43772,185.48,99.9417,493423,99.9453,66826186,99.9417,493423,99.9453,66826186,0,0,0,0,0,0,0,0,50.8717,251159,49.6256,33181041,50.8717,251159,49.6256,33181041,0.6423,3171,96.6043,66301565,49.078,242162,3.3948,2329935,47.5308,234528,0.7429,509885,4.3768,21596,2.6313,1805916,0.6021,2971,0.0206,14134,0.0361,178,0.0009,602,99.8722,493080,99.8666,66912608,99.8722,493080,99.8666,66912608,0,0,0,0,0,0,0,0,63.2787,312414,62.172,41656437,63.2787,312414,62.172,41656437,0.6064,2994,97.3085,66555141,36.618,180556,2.6909,1840445,34.7479,171335,0.5001,342038,4.4151,21770,2.1689,1483416,0.606,2988,0.0219,14991,0.0353,174,0.0006,438,UT-UPHL-240124217603,seqkit,5000
UT-UPHL-240124217603_seqkit_10000,1974880,267747395,61.311,32210.89,4367.04,99.8075,985539,99.711,266973480,0.0318,314,0.0353,94394,185.44,99.9405,986852,99.9442,133661231,99.9405,986852,99.9442,133661231,0,0,0,0,0,0,0,0,50.8336,501951,49.6038,66338017,50.8336,501951,49.6038,66338017,0.6239,6161,96.685,132609143,49.1164,484706,3.3142,4545560,47.5739,469484,0.745,1021755,4.3939,43361,2.5479,3494663,0.6025,5946,0.0212,29142,0.0359,354,0.0009,1191,99.8693,986149,99.8641,133829431,99.8693,986149,99.8641,133829431,0,0,0,0,0,0,0,0,63.2808,624860,62.1845,83334352,63.2808,624860,62.1845,83334352,0.5977,5902,97.1895,133114495,36.6144,361073,2.8098,3848344,34.7199,342390,0.4995,684104,4.4092,43481,2.2885,3134377,0.6122,6037,0.0218,29863,0.0373,368,0.0007,969,UT-UPHL-240124217603,seqkit,10000
