bbmap stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_method_depth,Reads Used,Reads Used (bases),Mapping Time (s),Reads/sec,kBases/sec,Mated pairs (pct pairs),Mated pairs (num pairs),Mated pairs (pct bases),Mated pairs (num bases),Bad pairs (pct pairs),Bad pairs (num pairs),Bad pairs (pct bases),Bad pairs (num bases),insert size avg,Read 1 mapped (pct reads),Read 1 mapped (num reads),Read 1 mapped (pct bases),Read 1 mapped (num bases),Read 1 unambiguous (pct reads),Read 1 unambiguous (num reads),Read 1 unambiguous (pct bases),Read 1 unambiguous (num bases),Read 1 ambiguous (pct reads),Read 1 ambiguous (num reads),Read 1 ambiguous (pct bases),Read 1 ambiguous (num bases),Read 1 low-Q discards (pct reads),Read 1 low-Q discards (num reads),Read 1 low-Q discards (pct bases),Read 1 low-Q discards (num bases),Read 1 perfect best site (pct reads),Read 1 perfect best site (num reads),Read 1 perfect best site (pct bases),Read 1 perfect best site (num bases),Read 1 semiperfect site (pct reads),Read 1 semiperfect site (num reads),Read 1 semiperfect site (pct bases),Read 1 semiperfect site (num bases),Read 1 rescued (pct reads),Read 1 rescued (num reads),Read 1 Match Rate (pct bases),Read 1 Match Rate (num bases),Read 1 Error Rate (pct reads),Read 1 Error Rate (num reads),Read 1 Error Rate (pct bases),Read 1 Error Rate (num bases),Read 1 Sub Rate (pct reads),Read 1 Sub Rate (num reads),Read 1 Sub Rate (pct bases),Read 1 Sub Rate (num bases),Read 1 Del Rate (pct reads),Read 1 Del Rate (num reads),Read 1 Del Rate (pct bases),Read 1 Del Rate (num bases),Read 1 Ins Rate (pct reads),Read 1 Ins Rate (num reads),Read 1 Ins Rate (pct bases),Read 1 Ins Rate (num bases),Read 1 N Rate (pct reads),Read 1 N Rate (num reads),Read 1 N Rate (pct bases),Read 1 N Rate (num bases),Read 2 mapped (pct reads),Read 2 mapped (num reads),Read 2 mapped (pct bases),Read 2 mapped (num bases),Read 2 unambiguous (pct reads),Read 2 unambiguous (num reads),Read 2 unambiguous (pct bases),Read 2 unambiguous (num bases),Read 2 ambiguous (pct reads),Read 2 ambiguous (num reads),Read 2 ambiguous (pct bases),Read 2 ambiguous (num bases),Read 2 low-Q discards (pct reads),Read 2 low-Q discards (num reads),Read 2 low-Q discards (pct bases),Read 2 low-Q discards (num bases),Read 2 perfect best site (pct reads),Read 2 perfect best site (num reads),Read 2 perfect best site (pct bases),Read 2 perfect best site (num bases),Read 2 semiperfect site (pct reads),Read 2 semiperfect site (num reads),Read 2 semiperfect site (pct bases),Read 2 semiperfect site (num bases),Read 2 rescued (pct reads),Read 2 rescued (num reads),Read 2 Match Rate (pct bases),Read 2 Match Rate (num bases),Read 2 Error Rate (pct reads),Read 2 Error Rate (num reads),Read 2 Error Rate (pct bases),Read 2 Error Rate (num bases),Read 2 Sub Rate (pct reads),Read 2 Sub Rate (num reads),Read 2 Sub Rate (pct bases),Read 2 Sub Rate (num bases),Read 2 Del Rate (pct reads),Read 2 Del Rate (num reads),Read 2 Del Rate (pct bases),Read 2 Del Rate (num bases),Read 2 Ins Rate (pct reads),Read 2 Ins Rate (num reads),Read 2 Ins Rate (pct bases),Read 2 Ins Rate (num bases),Read 2 N Rate (pct reads),Read 2 N Rate (num reads),Read 2 N Rate (pct bases),Read 2 N Rate (num bases),sample,method,depth
UT-UPHL-250411017124_bbnorm_300,81574,11037647,6.082,13412.6,1814.84,99.083,40413,99.0814,10936256,0.0025,1,0.0027,302,168.02,99.7769,40696,99.7865,5506634,99.7769,40696,99.7865,5506634,0,0,0,0,0,0,0,0,55.932,22813,55.1748,3044775,55.932,22813,55.1748,3044775,0.3776,154,94.4989,5467833,42.8863,17453,5.4882,317555,41.3603,16832,0.5729,33151,3.7989,1546,4.8306,279503,1.204,490,0.0847,4901,1.8405,749,0.0129,749,99.1223,40429,99.0595,5467326,99.1223,40429,99.0595,5467326,0,0,0,0,0,0,0,0,53.8775,21975,52.9474,2922292,53.8775,21975,52.9474,2922292,0.4756,194,93.0989,5425677,45.6405,18452,6.9007,402166,44.2232,17879,0.6432,37487,3.6756,1486,6.1864,360536,1.0265,415,0.0711,4143,0.0173,7,0.0003,19,UT-UPHL-250411017124,bbnorm,300
UT-UPHL-250411017124_bbnorm_400,99312,13428389,6.889,14416.16,1949.27,99.124,49221,99.118,13309948,0.006,3,0.0067,896,166.4,99.8167,49565,99.8238,6701669,99.8167,49565,99.8238,6701669,0,0,0,0,0,0,0,0,55.8966,27756,55.023,3693966,55.8966,27756,55.023,3693966,0.3363,167,94.6481,6654624,42.8972,21262,5.3388,375363,41.4627,20551,0.571,40150,3.7365,1852,4.6828,329240,1.1783,584,0.085,5973,1.8602,922,0.0131,922,99.1582,49238,99.0924,6653947,99.1582,49238,99.0924,6653947,0,0,0,0,0,0,0,0,53.784,26707,52.7671,3543254,53.784,26707,52.7671,3543254,0.4229,210,93.0602,6603756,45.7553,22529,6.9394,492435,44.4372,21880,0.6356,45104,3.5643,1755,6.2325,442270,1.0175,501,0.0713,5061,0.0183,9,0.0004,26,UT-UPHL-250411017124,bbnorm,400
UT-UPHL-250411017124_bbnorm_500,116060,15694492,6.884,16858.83,2279.78,99.2469,57593,99.2425,15575606,0.0034,2,0.0038,602,166.57,99.8432,57939,99.8493,7834683,99.8432,57939,99.8493,7834683,0,0,0,0,0,0,0,0,56.0986,32554,55.2262,4333330,56.0986,32554,55.2262,4333330,0.336,195,93.8868,7781308,42.688,24733,6.1003,505589,41.1519,23843,0.5565,46125,3.8679,2241,5.4692,453286,1.0735,622,0.0745,6178,1.8502,1072,0.0129,1072,99.2745,57609,99.2179,7786601,99.2745,57609,99.2179,7786601,0,0,0,0,0,0,0,0,53.96,31313,52.94,4154719,53.96,31313,52.94,4154719,0.4567,265,94.7086,7729262,45.6404,26293,5.2911,431809,44.2084,25468,0.6385,52108,3.7182,2142,4.5889,374501,0.9287,535,0.0637,5200,0.0174,10,0.0004,31,UT-UPHL-250411017124,bbnorm,500
UT-UPHL-250411017124_bbnorm_1000,187352,25407723,9.248,20259.17,2747.45,99.5025,93210,99.512,25283722,0.0053,5,0.0059,1500,167.58,99.8826,93566,99.8864,12690210,99.8826,93566,99.8864,12690210,0,0,0,0,0,0,0,0,56.1382,52588,55.2755,7022548,56.1382,52588,55.2755,7022548,0.3576,335,91.1863,12610006,42.6458,39902,8.8011,1217088,40.9561,38321,0.5179,71618,4.1137,3849,8.2337,1138621,0.7663,717,0.0495,6849,1.8564,1737,0.0126,1737,99.5378,93243,99.5048,12640184,99.5378,93243,99.5048,12640184,0,0,0,0,0,0,0,0,54.0811,50661,53.0523,6739279,54.0811,50661,53.0523,6739279,0.4217,395,92.0766,12553975,45.6646,42579,7.9231,1080252,44.1073,41127,0.5913,80622,3.9853,3716,7.2911,994086,0.637,594,0.0407,5544,0.0172,16,0.0003,43,UT-UPHL-250411017124,bbnorm,1000
UT-UPHL-250411017124_bbnorm_5000,537574,73351825,18.763,28651.06,3909.43,99.7812,268199,99.8018,73206474,0.0056,15,0.0061,4448,167.61,99.942,268631,99.9422,36661692,99.942,268631,99.9422,36661692,0,0,0,0,0,0,0,0,52.2347,140400,51.2646,18805354,52.2347,140400,51.2646,18805354,0.4241,1140,92.4492,36418696,46.2404,124216,7.5332,2967587,44.7588,120236,0.5714,225111,4.6916,12603,6.9339,2731500,0.4798,1289,0.0279,10976,2.5719,6909,0.0175,6909,99.8125,268283,99.8001,36595618,99.8125,268283,99.8001,36595618,0,0,0,0,0,0,0,0,50.7923,136523,49.6561,18208365,50.7923,136523,49.6561,18208365,0.4483,1205,93.0155,36335900,49.1105,131755,6.9842,2728342,47.747,128097,0.6469,252693,4.5586,12230,6.3196,2468713,0.3578,960,0.0178,6936,0.0116,31,0.0002,89,UT-UPHL-250411017124,bbnorm,5000
UT-UPHL-250411017124_bbnorm_10000,671552,91709284,22.02,30497.05,4164.77,99.8085,335133,99.8296,91552974,0.0039,13,0.0042,3896,167.3,99.9467,335597,99.9462,45839369,99.9467,335597,99.9462,45839369,0,0,0,0,0,0,0,0,51.054,171427,50.0974,22976709,51.054,171427,50.0974,22976709,0.4021,1350,93.0715,45535874,47.3091,158768,6.9091,3380340,46.0925,154685,0.576,281826,4.5638,15316,6.3082,3086318,0.444,1490,0.0249,12196,2.8227,9473,0.0194,9473,99.8392,335236,99.8285,45766623,99.8392,335236,99.8285,45766623,0,0,0,0,0,0,0,0,49.6843,166828,48.5627,22263701,49.6843,166828,48.5627,22263701,0.4253,1428,93.3773,45441171,50.2339,168402,6.6225,3222764,49.1114,164639,0.6532,317897,4.4619,14958,5.9539,2897419,0.3231,1083,0.0153,7448,0.0107,36,0.0002,107,UT-UPHL-250411017124,bbnorm,10000
UT-UPHL-250411017124_raw_all,709830,96963999,22.014,32244.08,4404.6,99.7943,354185,99.8203,96789782,0.0037,13,0.004,3896,167.16,99.9298,354666,99.9329,48459705,99.9298,354666,99.9329,48459705,0,0,0,0,0,0,0,0,50.877,180570,49.941,24217508,50.877,180570,49.941,24217508,0.3843,1364,93.2007,48139570,47.4757,168380,6.7798,3501887,46.316,164267,0.5754,297209,4.3401,15393,6.1795,3191829,0.4376,1552,0.0249,12849,2.8303,10038,0.0195,10077,99.8267,354300,99.8204,48384681,99.8267,354300,99.8204,48384681,0,0,0,0,0,0,0,0,49.5361,175811,48.4387,23479082,49.5361,175811,48.4387,23479082,0.406,1441,93.3362,48041593,50.3734,178473,6.6634,3429746,49.3054,174689,0.6515,335347,4.2405,15024,5.9972,3086846,0.3133,1110,0.0147,7553,0.0152,54,0.0004,188,UT-UPHL-250411017124,raw,all
UT-UPHL-250411017124_seqkit_10,1960,266507,1.041,1882.87,256.02,99.898,979,99.9396,266346,0,0,0,0,164.87,100,980,100,133324,100,980,100,133324,0,0,0,0,0,0,0,0,52.1429,511,51.3471,68458,52.1429,511,51.3471,68458,0.3061,3,99.1509,132427,45.9184,450,0.8288,1107,44.7959,439,0.6349,848,3.6735,36,0.1774,237,0.3061,3,0.0165,22,2.7551,27,0.0202,27,99.898,979,99.8866,133032,99.898,979,99.8866,133032,0,0,0,0,0,0,0,0,50.4082,494,49.1872,65509,50.4082,494,49.1872,65509,1.1224,11,99.2147,132144,49.5403,485,0.7853,1046,48.621,476,0.6652,886,3.1665,31,0.1186,158,0.2043,2,0.0015,2,0,0,0,0,UT-UPHL-250411017124,seqkit,10
UT-UPHL-250411017124_seqkit_30,5850,799752,2.331,2509.15,343.03,99.7949,2919,99.8307,798398,0,0,0,0,166.2,99.8974,2922,99.9032,399599,99.8974,2922,99.9032,399599,0,0,0,0,0,0,0,0,51.5897,1509,50.8655,203455,51.5897,1509,50.8655,203455,0.5812,17,92.3738,396945,46.8172,1368,7.608,32693,45.8248,1339,0.5802,2493,4.1068,120,7.0086,30117,0.4107,12,0.0193,83,2.6694,78,0.0182,78,99.8291,2920,99.8274,399076,99.8291,2920,99.8274,399076,0,0,0,0,0,0,0,0,47.8291,1399,46.625,186391,47.8291,1399,46.625,186391,1.5043,44,98.5353,396113,52.089,1521,1.4639,5885,51.1644,1494,0.7107,2857,3.9041,114,0.7276,2925,0.274,8,0.0256,103,0.0685,2,0.0007,3,UT-UPHL-250411017124,seqkit,30
UT-UPHL-250411017124_seqkit_50,9560,1304809,1.619,5905.98,806.09,99.8326,4772,99.8598,1302980,0,0,0,0,166.53,99.9372,4777,99.9407,652175,99.9372,4777,99.9407,652175,0,0,0,0,0,0,0,0,51.4226,2458,50.5517,329881,51.4226,2458,50.5517,329881,0.6695,32,94.5752,647916,46.9751,2244,5.4071,37043,45.7819,2187,0.5881,4029,4.417,211,4.8031,32905,0.3768,18,0.0159,109,2.533,121,0.0177,121,99.8536,4773,99.8479,651255,99.8536,4773,99.8479,651255,0,0,0,0,0,0,0,0,48.6611,2326,47.4566,309534,48.6611,2326,47.4566,309534,1.4435,69,98.3063,646526,51.2466,2446,1.6925,11131,50.0314,2388,0.6959,4577,4.1483,198,0.9747,6410,0.3143,15,0.0219,144,0.0838,4,0.0012,8,UT-UPHL-250411017124,seqkit,50
UT-UPHL-250411017124_seqkit_100,19164,2619793,2.608,7347.41,1004.42,99.8017,9563,99.8271,2615264,0,0,0,0,167.23,99.9061,9573,99.9089,1308995,99.9061,9573,99.9089,1308995,0,0,0,0,0,0,0,0,51.4193,4927,50.5256,661981,51.4193,4927,50.5256,661981,0.5531,53,90.8669,1300525,47.0177,4501,9.1154,130464,45.879,4392,0.5573,7976,4.4396,425,8.5413,122246,0.4074,39,0.0169,242,2.6324,252,0.0176,252,99.8226,9565,99.8167,1307203,99.8226,9565,99.8167,1307203,0,0,0,0,0,0,0,0,49.0503,4700,47.9105,627438,49.0503,4700,47.9105,627438,0.8662,83,94.7088,1297752,50.8521,4864,5.2906,72495,49.8484,4768,0.6723,9212,4.2133,403,4.6015,63052,0.2823,27,0.0169,231,0.0418,4,0.0006,8,UT-UPHL-250411017124,seqkit,100
UT-UPHL-250411017124_seqkit_200,29000,3964323,3.772,7688.97,1051.09,99.7793,14468,99.8086,3956736,0,0,0,0,167.38,99.8966,14485,99.8998,1980742,99.8966,14485,99.8998,1980742,0,0,0,0,0,0,0,0,50.9103,7382,49.9451,990275,50.9103,7382,49.9451,990275,0.4828,70,90.9258,1967558,47.4491,6873,9.056,195964,46.2547,6700,0.5683,12297,4.5081,653,8.4649,183173,0.428,62,0.0228,494,2.7132,393,0.0182,393,99.8,14471,99.7933,1977499,99.8,14471,99.7933,1977499,0,0,0,0,0,0,0,0,49.1586,7128,47.9983,951132,49.1586,7128,47.9983,951132,0.7034,102,94.7366,1963224,50.736,7342,5.2629,109063,49.6787,7189,0.6751,13990,4.2637,617,4.5745,94798,0.2626,38,0.0133,275,0.0415,6,0.0005,10,UT-UPHL-250411017124,seqkit,200
UT-UPHL-250411017124_seqkit_300,38736,5293183,3.974,9747.12,1331.92,99.8038,19330,99.8267,5284010,0.0052,1,0.0056,296,167.23,99.9019,19349,99.9022,2644678,99.9019,19349,99.9022,2644678,0,0,0,0,0,0,0,0,50.79,9837,49.855,1319794,50.79,9837,49.855,1319794,0.4595,89,92.8497,2627250,47.5787,9206,7.1317,201798,46.3797,8974,0.5761,16301,4.4602,863,6.5344,184896,0.4031,78,0.0212,601,2.7185,526,0.0186,526,99.8451,19338,99.8395,2641671,99.8451,19338,99.8395,2641671,0,0,0,0,0,0,0,0,49.2823,9545,48.1235,1273308,49.2823,9545,48.1235,1273308,0.6402,124,94.7269,2622787,50.6361,9792,5.2728,145992,49.5656,9585,0.6696,18539,4.3231,836,4.5911,127118,0.2482,48,0.0121,335,0.031,6,0.0004,10,UT-UPHL-250411017124,seqkit,300
UT-UPHL-250411017124_seqkit_400,58420,7979214,4.488,13018.28,1778.08,99.8049,29153,99.8305,7965690,0.0034,1,0.0037,296,166.92,99.9213,29187,99.9228,3987527,99.9213,29187,99.9228,3987527,0,0,0,0,0,0,0,0,50.5615,14769,49.6485,1981278,50.5615,14769,49.6485,1981278,0.4382,128,93.0235,3961074,47.8501,13966,6.9577,296270,46.6817,13625,0.5824,24799,4.4438,1297,6.3553,270617,0.3837,112,0.0201,854,2.7272,796,0.0188,800,99.8357,29162,99.8297,3981815,99.8357,29162,99.8297,3981815,0,0,0,0,0,0,0,0,48.8805,14278,47.7523,1904650,48.8805,14278,47.7523,1904650,0.5341,156,94.7898,3953226,51.0322,14882,5.2098,217275,49.9246,14559,0.6727,28053,4.3653,1273,4.5247,188703,0.2572,75,0.0124,519,0.0274,8,0.0004,17,UT-UPHL-250411017124,seqkit,400
UT-UPHL-250411017124_seqkit_500,97732,13349878,6,16287.91,2224.88,99.779,48758,99.8086,13324320,0.002,1,0.0022,296,167.28,99.9141,48824,99.9188,6671249,99.9141,48824,99.9188,6671249,0,0,0,0,0,0,0,0,50.7203,24785,49.7652,3322659,50.7203,24785,49.7652,3322659,0.4093,200,93.5336,6627181,47.6426,23261,6.4472,456804,46.4136,22661,0.5804,41121,4.4609,2178,5.8445,414100,0.3973,194,0.0223,1583,2.7773,1356,0.0193,1364,99.8199,48778,99.8161,6660934,99.8199,48778,99.8161,6660934,0,0,0,0,0,0,0,0,49.2735,24078,48.1253,3211499,49.2735,24078,48.1253,3211499,0.4359,213,94.1664,6613434,50.6294,24696,5.8332,409672,49.5059,24148,0.6618,46477,4.3524,2123,5.1572,362200,0.2768,135,0.0142,995,0.0226,11,0.0004,28,UT-UPHL-250411017124,seqkit,500
UT-UPHL-250411017124_seqkit_1000,195464,26683422,8.542,22883.74,3123.93,99.7984,97535,99.8271,26637284,0.002,2,0.0022,596,166.67,99.9314,97665,99.9349,13336126,99.9314,97665,99.9349,13336126,0,0,0,0,0,0,0,0,50.9045,49750,49.9609,6667184,50.9045,49750,49.9609,6667184,0.3919,383,94.1997,13248035,47.4428,46335,5.7806,812969,46.2438,45164,0.5816,81795,4.3772,4275,5.1739,727647,0.4198,410,0.0251,3527,2.8198,2754,0.0197,2769,99.8291,97565,99.8233,13315046,99.8291,97565,99.8233,13315046,0,0,0,0,0,0,0,0,49.5999,48475,48.4965,6468758,49.5999,48475,48.4965,6468758,0.4103,401,93.8766,13220924,50.308,49083,6.123,862316,49.2144,48016,0.6537,92066,4.2689,4165,5.4551,768254,0.2931,286,0.0142,1996,0.0205,20,0.0004,60,UT-UPHL-250411017124,seqkit,1000
UT-UPHL-250411017124_seqkit_5000,709830,96963999,22.344,31767.69,4339.52,99.794,354184,99.82,96789480,0.0039,14,0.0043,4196,167.16,99.9296,354665,99.9326,48459553,99.9296,354665,99.9326,48459553,0,0,0,0,0,0,0,0,50.877,180570,49.941,24217508,50.877,180570,49.941,24217508,0.3832,1360,93.1474,48139532,47.4755,168379,6.8331,3531439,46.3155,164265,0.5749,297134,4.3404,15394,6.2334,3221495,0.4373,1551,0.0248,12810,2.8303,10038,0.0195,10077,99.827,354301,99.8207,48384832,99.827,354301,99.8207,48384832,0,0,0,0,0,0,0,0,49.5361,175811,48.4387,23479082,49.5361,175811,48.4387,23479082,0.4023,1428,93.3361,48041704,50.3736,178474,6.6636,3429847,49.3055,174690,0.6515,335363,4.2407,15025,5.9973,3086907,0.3136,1111,0.0147,7577,0.0152,54,0.0004,188,UT-UPHL-250411017124,seqkit,5000
UT-UPHL-250411017124_seqkit_10000,709830,96963999,23.538,30156.36,4119.41,99.7943,354185,99.8203,96789782,0.0037,13,0.004,3896,167.16,99.9296,354665,99.9326,48459554,99.9296,354665,99.9326,48459554,0,0,0,0,0,0,0,0,50.877,180570,49.941,24217508,50.877,180570,49.941,24217508,0.3854,1368,93.1964,48139483,47.4755,168379,6.7841,3504219,46.3158,164266,0.5753,297145,4.3402,15393,6.1839,3194225,0.4376,1552,0.0249,12849,2.8303,10038,0.0195,10077,99.827,354301,99.8207,48384832,99.827,354301,99.8207,48384832,0,0,0,0,0,0,0,0,49.5361,175811,48.4387,23479082,49.5361,175811,48.4387,23479082,0.4038,1433,93.3361,48041704,50.3736,178474,6.6636,3429847,49.3055,174690,0.6515,335363,4.2407,15025,5.9973,3086907,0.3136,1111,0.0147,7577,0.0152,54,0.0004,188,UT-UPHL-250411017124,seqkit,10000
UT-UPHL-250411047375_bbnorm_10,5252,652505,1.826,2876.21,357.34,96.9535,2546,97.8181,638268,0.0381,1,0.0457,298,154.55,97.9056,2571,98.6892,322099,97.9056,2571,98.6892,322099,0,0,0,0,0,0,0,0,49.4288,1298,49.9187,162923,49.4288,1298,49.9187,162923,0.9901,26,61.2446,318447,48.697,1252,38.7373,201418,46.9856,1208,0.5997,3118,4.7841,123,38.053,197860,1.9059,49,0.0846,440,1.1669,30,0.0181,94,97.7913,2568,98.186,320212,97.7913,2568,98.186,320212,0,0,0,0,0,0,0,0,45.3922,1192,45.9163,149746,45.3922,1192,45.9163,149746,2.5133,66,64.4944,315584,53.5826,1376,35.494,173679,52.0249,1336,0.8804,4308,5.1012,131,34.5598,169108,1.7523,45,0.0537,263,0.1558,4,0.0116,57,UT-UPHL-250411047375,bbnorm,10
UT-UPHL-250411047375_bbnorm_30,15638,1963720,2.643,5915.67,742.85,97.9025,7655,98.4134,1932564,0.0512,4,0.0614,1206,155.85,98.7211,7719,99.1481,974415,98.7211,7719,99.1481,974415,0,0,0,0,0,0,0,0,52.2957,4089,52.0138,511185,52.2957,4089,52.0138,511185,0.7546,59,61.9133,964299,46.4438,3585,38.0683,592913,45.1224,3483,0.5648,8797,4.1197,318,37.4372,583085,1.4769,114,0.0662,1031,1.1141,86,0.0185,288,98.4909,7701,98.7289,968464,98.4909,7701,98.7289,968464,0,0,0,0,0,0,0,0,49.6611,3883,49.3244,483839,49.6611,3883,49.3244,483839,1.2789,100,68.3286,956904,49.578,3818,31.6604,443386,48.3184,3721,0.7652,10716,4.1034,316,30.8459,431980,1.2985,100,0.0493,690,0.1558,12,0.011,154,UT-UPHL-250411047375,bbnorm,30
UT-UPHL-250411047375_bbnorm_50,25470,3230332,3.713,6859.48,869.98,98.406,12532,98.6895,3188000,0.0471,6,0.0558,1802,157.37,99.0577,12615,99.299,1604362,99.0577,12615,99.299,1604362,0,0,0,0,0,0,0,0,53.3255,6791,52.6708,850996,53.3255,6791,52.6708,850996,0.7146,91,64.5289,1588424,45.5331,5744,35.4527,872694,44.3916,5600,0.5657,13925,3.8684,488,34.8237,857209,1.308,165,0.0634,1560,1.1732,148,0.0184,453,98.775,12579,98.9151,1597126,98.775,12579,98.9151,1597126,0,0,0,0,0,0,0,0,50.6792,6454,49.8963,805648,50.6792,6454,49.8963,805648,1.0208,130,63.4196,1579245,48.6923,6125,36.567,910574,47.4919,5974,0.6554,16321,4.0067,504,35.8623,893026,1.2561,158,0.0493,1227,0.1987,25,0.0134,333,UT-UPHL-250411047375,bbnorm,50
UT-UPHL-250411047375_bbnorm_100,48730,6257257,4.27,11413.18,1465.53,98.7851,24069,98.9368,6190728,0.0575,14,0.0659,4124,159.87,99.3926,24217,99.5139,3114903,99.3926,24217,99.5139,3114903,0,0,0,0,0,0,0,0,54.6686,13320,53.7849,1683532,54.6686,13320,53.7849,1683532,0.6115,149,64.0591,3086306,44.2912,10726,35.9227,1730722,43.1556,10451,0.5124,24686,3.9931,967,35.3473,1702998,1.2347,299,0.0631,3038,1.2264,297,0.0181,873,99.093,24144,99.1499,3100553,99.093,24144,99.1499,3100553,0,0,0,0,0,0,0,0,52.3825,12763,51.4309,1608315,52.3825,12763,51.4309,1608315,0.7716,188,65.7655,3069217,47.138,11381,34.2198,1597010,45.9493,11094,0.6119,28557,4.1004,990,33.5631,1566361,1.0437,252,0.0448,2092,0.1698,41,0.0147,687,UT-UPHL-250411047375,bbnorm,100
UT-UPHL-250411047375_bbnorm_200,92762,11969213,6.193,14979.08,1932.77,98.9328,45886,98.9957,11849006,0.0711,33,0.0829,9928,160.4,99.5278,46162,99.5884,5961826,99.5278,46162,99.5884,5961826,0,0,0,0,0,0,0,0,55.4904,25737,54.3666,3254641,55.4904,25737,54.3666,3254641,0.4937,229,67.1722,5910491,43.512,20086,32.812,2887134,42.4202,19582,0.5089,44779,3.8452,1775,32.2444,2837185,1.1416,527,0.0588,5170,1.3409,619,0.0158,1386,99.2238,46021,99.2293,5936639,99.2238,46021,99.2293,5936639,0,0,0,0,0,0,0,0,53.3236,24732,52.0576,3114472,53.3236,24732,52.0576,3114472,0.5606,260,65.2788,5880206,46.2593,21289,34.7073,3126376,45.1251,20767,0.5625,50673,3.9004,1795,34.0947,3071195,1.1169,514,0.05,4508,0.1673,77,0.0139,1252,UT-UPHL-250411047375,bbnorm,200
UT-UPHL-250411047375_bbnorm_300,134368,17416724,7.655,17553.42,2275.27,99.0072,66517,99.0406,17249620,0.0714,48,0.0825,14362,161.16,99.5966,66913,99.6395,8679143,99.5966,66913,99.6395,8679143,0,0,0,0,0,0,0,0,55.8243,37505,54.667,4761791,55.8243,37505,54.667,4761791,0.4361,293,67.9846,8606661,43.165,28883,31.9998,4051091,41.9754,28087,0.498,63048,3.8647,2586,31.4429,3980583,1.1986,802,0.0589,7460,1.4287,956,0.0156,1974,99.2588,66686,99.2444,8640396,99.2588,66686,99.2444,8640396,0,0,0,0,0,0,0,0,54.1632,36389,52.8688,4602854,54.1632,36389,52.8688,4602854,0.5061,340,66.6096,8562356,45.4308,30296,33.3782,4290614,44.2882,29534,0.5458,70159,3.8464,2565,32.7832,4214132,1.0962,731,0.0492,6323,0.15,100,0.0121,1558,UT-UPHL-250411047375,bbnorm,300
UT-UPHL-250411047375_bbnorm_400,175576,22828701,9.408,18663.36,2426.64,99.1138,87010,99.1402,22632414,0.0649,57,0.0748,17072,161.6,99.656,87486,99.6935,11381445,99.656,87486,99.6935,11381445,0,0,0,0,0,0,0,0,56.1842,49323,54.9846,6277282,56.1842,49323,54.9846,6277282,0.4192,368,71.8338,11289627,42.7543,37404,28.151,4424298,41.6147,36407,0.5123,80519,3.8018,3326,27.5819,4334861,1.1042,966,0.0567,8918,1.5168,1327,0.0151,2381,99.3325,87202,99.3175,11334378,99.3325,87202,99.3175,11334378,0,0,0,0,0,0,0,0,54.4345,47787,53.046,6053748,54.4345,47787,53.046,6053748,0.4705,413,70.1208,11235203,45.1985,39414,29.8695,4785892,44.0552,38417,0.5597,89683,3.8153,3327,29.2603,4688271,1.0298,898,0.0495,7938,0.1135,99,0.0097,1554,UT-UPHL-250411047375,bbnorm,400
UT-UPHL-250411047375_bbnorm_500,214644,27967346,11.17,19216.38,2503.83,99.1195,106377,99.1333,27724962,0.0615,66,0.0707,19778,161.93,99.6851,106984,99.7115,13946141,99.6851,106984,99.7115,13946141,0,0,0,0,0,0,0,0,56.5485,60689,55.2969,7734096,56.5485,60689,55.2969,7734096,0.4202,451,73.8019,13836048,42.4176,45380,26.1842,4908896,41.2052,44083,0.5149,96537,3.823,4090,25.6109,4801409,1.0674,1142,0.0584,10950,1.4544,1556,0.0139,2606,99.3338,106607,99.3052,13883712,99.3328,106606,99.3043,13883583,0.0009,1,0.0009,129,0,0,0,0,54.5377,58531,53.0905,7422497,54.5377,58531,53.0905,7422497,0.4705,505,73.6382,13765029,45.0955,48075,26.3532,4926153,43.9099,46811,0.575,107487,3.8384,4092,25.7269,4809068,0.9934,1059,0.0513,9598,0.0976,104,0.0085,1598,UT-UPHL-250411047375,bbnorm,500
UT-UPHL-250411047375_bbnorm_1000,386842,50626174,15.088,25638.65,3355.34,99.2483,191967,99.2451,50243990,0.046,89,0.0528,26708,162.32,99.7829,193001,99.7954,25264423,99.7829,193001,99.7954,25264423,0,0,0,0,0,0,0,0,56.8144,109891,55.5148,14054249,56.8144,109891,55.5148,14054249,0.3635,703,81.558,25080310,42.077,81209,18.4281,5666923,40.9013,78940,0.5368,165066,3.415,6591,17.8433,5487084,0.8425,1626,0.048,14773,1.6326,3151,0.0139,4274,99.3977,192256,99.3528,25146142,99.3972,192255,99.3523,25146013,0.0005,1,0.0005,129,0,0,0,0,55.2153,106798,53.6818,13586841,55.2153,106798,53.6818,13586841,0.411,795,80.3591,24951608,44.4491,85456,19.6355,6096860,43.3235,83292,0.5816,180602,3.4152,6566,19.0144,5903980,0.7552,1452,0.0395,12278,0.0588,113,0.0053,1654,UT-UPHL-250411047375,bbnorm,1000
