Analysis,Bam File,Sample,Method,Depth,SARS-CoV-2_1,SARS-CoV-2_2,SARS-CoV-2_3,SARS-CoV-2_4,SARS-CoV-2_5,SARS-CoV-2_6,SARS-CoV-2_7,SARS-CoV-2_8,SARS-CoV-2_9,SARS-CoV-2_10,SARS-CoV-2_11,SARS-CoV-2_12,SARS-CoV-2_13,SARS-CoV-2_14,SARS-CoV-2_15,SARS-CoV-2_16,SARS-CoV-2_17,SARS-CoV-2_18,SARS-CoV-2_19,SARS-CoV-2_20,SARS-CoV-2_21,SARS-CoV-2_22,SARS-CoV-2_23,SARS-CoV-2_24,SARS-CoV-2_25,SARS-CoV-2_26,SARS-CoV-2_27,SARS-CoV-2_28,SARS-CoV-2_29,SARS-CoV-2_30,SARS-CoV-2_31,SARS-CoV-2_32,SARS-CoV-2_33,SARS-CoV-2_34,SARS-CoV-2_35,SARS-CoV-2_36,SARS-CoV-2_37,SARS-CoV-2_38,SARS-CoV-2_39,SARS-CoV-2_40,SARS-CoV-2_41,SARS-CoV-2_42,SARS-CoV-2_43,SARS-CoV-2_44,SARS-CoV-2_45,SARS-CoV-2_46,SARS-CoV-2_47,SARS-CoV-2_48,SARS-CoV-2_49,SARS-CoV-2_50,SARS-CoV-2_51,SARS-CoV-2_52,SARS-CoV-2_53,SARS-CoV-2_54,SARS-CoV-2_55,SARS-CoV-2_56,SARS-CoV-2_57,SARS-CoV-2_58,SARS-CoV-2_59,SARS-CoV-2_60,SARS-CoV-2_61,SARS-CoV-2_62,SARS-CoV-2_63,SARS-CoV-2_64,SARS-CoV-2_65,SARS-CoV-2_66,SARS-CoV-2_67,SARS-CoV-2_68,SARS-CoV-2_69,SARS-CoV-2_70,SARS-CoV-2_71,SARS-CoV-2_72,SARS-CoV-2_73,SARS-CoV-2_74,SARS-CoV-2_75,SARS-CoV-2_76,SARS-CoV-2_77,SARS-CoV-2_78,SARS-CoV-2_79,SARS-CoV-2_80,SARS-CoV-2_81,SARS-CoV-2_82,SARS-CoV-2_83,SARS-CoV-2_84,SARS-CoV-2_85,SARS-CoV-2_86,SARS-CoV-2_87,SARS-CoV-2_88,SARS-CoV-2_89,SARS-CoV-2_90,SARS-CoV-2_91,SARS-CoV-2_92,SARS-CoV-2_93,SARS-CoV-2_94,SARS-CoV-2_95,SARS-CoV-2_96
FPCOV-1,UT-UPHL-240207379719_bbnorm_5000_trimmed.sorted,UT-UPHL-240207379719,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207379719_bbnorm_500_trimmed.sorted,UT-UPHL-240207379719,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,97,96.46,100,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240207379719_bbnorm_50_trimmed.sorted,UT-UPHL-240207379719,bbnorm,50,100,100,96.63,100,99.71,100,100,100,100,95.17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.29,100,99.72,100,100,100,100,100,100,100,95.1,96.19,100,99.44,100,96.55,100,100,93.03,100,100
FPCOV-1,UT-UPHL-240207379719_raw_all_trimmed.sorted,UT-UPHL-240207379719,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207379719_seqkit_10000_trimmed.sorted,UT-UPHL-240207379719,seqkit,10000,100,100,100,100,98.53,99.71,100,100,96.73,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,100,91.37,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.67,100,100,100,100,100,100,100,100,98.29,100,100,99.42,100,100,100,100,97.28,100,100,97.28,100,100,100,100,100,100,96.51,100,100
FPCOV-1,UT-UPHL-240207379719_seqkit_1000_trimmed.sorted,UT-UPHL-240207379719,seqkit,1000,100,88.24,100,0,86.73,84.48,100,100,50.3,98.58,0,100,100,100,98.29,100,100,100,76.65,100,100,100,100,86.98,47.62,100,46.2,100,89.57,100,100,100,97.92,100,100,100,100,91.99,85.39,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,99.71,100,100,100,100,100,98.3,100,42.52,100,93.59,100,100,100,100,100,100,51.43,100,99.72,88.41,100,100,90,100,97,100,96.73,97.28,96.46,99.44,97.55,97.41,100,100,95.44,100,100
FPCOV-1,UT-UPHL-240207379719_seqkit_100_trimmed.sorted,UT-UPHL-240207379719,seqkit,100,100,15.59,99.44,0,0,41.09,88.95,100,0,93.47,0,100,100,100,86.29,100,81.14,96.23,32.04,100,100,88.5,100,0,0,100,0,95.64,31.3,86.63,97.99,99.13,0,100,91.74,100,100,44.81,39.54,100,82.23,87.57,100,100,95.45,100,74.48,97.64,100,100,100,97.55,96.15,99.16,99.7,100,98.58,100,81.43,100,92.37,97.75,100,51.18,89.52,76.76,0,100,25.66,57.05,100,100,72.38,98.55,100,51.43,100,99.72,19.13,100,80.58,0,100,88.56,93.27,95.91,96.19,96.46,94.94,93.75,88.79,91.04,100,90.35,91.81,98.02
FPCOV-1,UT-UPHL-240207379719_seqkit_10_trimmed.sorted,UT-UPHL-240207379719,seqkit,10,91.47,0,91.01,0,0,0,42.78,90.86,0,73.3,0,0,0,91.95,43.14,90.96,45.21,0,32.04,94.59,77.78,0,95.06,0,0,88.17,0,24.71,0,39.83,20.98,39.83,0,100,85.55,88.06,98.49,0,0,76.7,41.83,43.06,0,87.75,0,91.72,37.39,40.41,45.88,86.53,0,90.74,22.19,94.38,95.56,97.69,41.88,92.67,0,97.71,35.88,92.7,100,44.41,83.29,0,0,95.47,25.66,27.9,100,0,32.56,35.17,62.87,33.43,93.83,78.03,0,84.39,0,0,88.56,31.88,44.15,75.48,80.11,75.48,81.46,85.05,74.71,0,93.24,77.75,40.11,0
FPCOV-1,UT-UPHL-240207379719_seqkit_200_trimmed.sorted,UT-UPHL-240207379719,seqkit,200,100,15.59,99.44,0,34.51,41.09,100,100,0,93.47,0,100,100,100,87.43,100,84.73,100,32.04,100,100,88.5,100,0,0,100,0,95.64,37.68,88.08,97.99,100,0,100,91.74,100,100,44.81,39.54,100,83.67,96.24,100,100,100,100,84.57,100,100,100,100,97.55,96.15,99.16,100,100,98.58,100,92.29,100,96.61,97.75,100,92.06,96.6,91.47,0,100,37.61,57.05,100,100,90.12,100,100,51.43,100,99.72,19.13,100,80.58,37.94,100,88.56,100,96.73,96.46,96.46,98.03,97.01,88.79,93.93,100,90.88,97.74,100
FPCOV-1,UT-UPHL-240207379719_seqkit_300_trimmed.sorted,UT-UPHL-240207379719,seqkit,300,100,15.59,99.44,0,34.51,41.09,100,100,0,95.17,0,100,100,100,87.43,100,84.73,100,32.04,100,100,90.27,100,44.67,0,100,0,95.64,37.68,98.84,97.99,100,44.05,100,95.58,100,100,44.81,39.54,100,83.67,96.24,100,100,100,100,84.57,100,100,100,100,97.55,96.15,99.16,100,100,98.86,100,92.86,100,96.61,97.75,100,100,96.6,91.47,0,100,39.07,57.05,100,100,90.12,100,100,51.43,100,99.72,19.13,100,84.93,86.47,100,88.56,100,96.73,96.46,96.46,98.03,97.01,88.79,97.98,100,93.3,97.74,100
FPCOV-1,UT-UPHL-240207379719_seqkit_30_trimmed.sorted,UT-UPHL-240207379719,seqkit,30,100,15.59,94.66,0,0,0,45.89,90.86,0,83.81,0,88.3,23.6,100,43.14,100,81.14,89.86,32.04,100,100,0,100,0,0,100,0,87.5,0,39.83,40.52,96.8,0,100,86.14,91.64,100,0,0,89.09,41.83,86.13,0,92.88,44.03,100,74.48,46.61,100,90.54,0,94.55,41.42,99.16,97.93,97.69,95.44,100,26.57,100,47.18,97.75,100,44.41,83.29,32.35,0,100,25.66,27.9,100,99.08,32.56,78.49,83.92,36.29,93.83,96.9,19.13,97.69,0,0,100,49.32,44.15,91.01,89.1,83.92,89.33,93.48,87.36,46.24,97.46,89.81,40.11,92.92
FPCOV-1,UT-UPHL-240207379719_seqkit_400_trimmed.sorted,UT-UPHL-240207379719,seqkit,400,100,15.59,99.44,0,76.4,84.48,100,100,0,96.31,0,100,100,100,89.71,100,99.4,100,32.04,100,100,90.86,100,69.82,0,100,37.18,100,84.35,100,97.99,100,86.31,100,98.82,100,100,84.27,39.54,100,83.67,96.24,100,100,100,100,99.41,100,100,100,100,97.55,99.7,99.16,100,100,99.72,100,98,100,97.74,100,100,100,96.6,91.47,42.52,100,42.57,100,100,100,100,100,100,51.43,100,99.72,48.7,100,87.83,86.47,100,88.56,100,96.73,96.46,96.46,98.03,97.01,88.79,100,100,93.3,97.74,100
FPCOV-1,UT-UPHL-240207379719_seqkit_5000_trimmed.sorted,UT-UPHL-240207379719,seqkit,5000,100,97.94,100,40.7,97.94,99.71,100,100,93.15,99.72,100,100,100,100,100,100,100,100,91.32,100,100,100,100,100,91.37,100,93.52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.67,100,100,100,100,100,100,100,100,96.29,100,100,95.07,100,100,99.41,100,97.28,100,97.55,97.28,100,100,100,100,100,100,96.51,100,100
FPCOV-1,UT-UPHL-240207379719_seqkit_500_trimmed.sorted,UT-UPHL-240207379719,seqkit,500,100,88.24,100,0,86.73,84.48,100,100,0,96.31,0,100,100,100,94,100,100,100,32.04,100,100,90.86,100,69.82,0,100,46.2,100,84.35,100,97.99,100,86.31,100,100,100,100,91.99,82.81,100,97.42,100,100,100,100,100,100,100,100,100,100,97.82,99.7,100,100,100,100,100,98,100,98.02,100,100,100,98.3,100,42.52,100,93,100,100,100,100,100,100,51.43,100,99.72,48.7,100,91.3,86.47,100,93.19,100,96.73,97.28,96.46,98.03,97.01,97.41,100,100,93.3,98.02,100
FPCOV-1,UT-UPHL-240207379719_seqkit_50_trimmed.sorted,UT-UPHL-240207379719,seqkit,50,100,15.59,96.63,0,0,41.09,87.25,100,0,83.81,0,96.2,73.29,100,71.43,100,81.14,96.23,32.04,100,100,88.5,100,0,0,100,0,95.06,0,86.63,40.52,96.8,0,100,87.32,100,100,0,0,100,79.08,86.13,0,100,90.91,100,74.48,92.04,100,91.4,39.82,97.55,41.42,99.16,97.93,100,95.44,100,76,100,47.18,97.75,100,51.18,83.29,32.35,0,100,25.66,45.77,100,99.08,65.7,91.86,90.64,46.29,100,96.9,19.13,97.69,27.25,0,100,79.84,66.67,92.64,91.01,88.01,89.33,93.48,87.36,46.24,100,90.35,40.11,93.48
FPCOV-1,UT-UPHL-240207381263_bbnorm_10000_trimmed.sorted,UT-UPHL-240207381263,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_1000_trimmed.sorted,UT-UPHL-240207381263,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,97,100,96.73,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_100_trimmed.sorted,UT-UPHL-240207381263,bbnorm,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.6,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,95.91,100,95.64,98.64,94.01,100,95.65,100,100,100,93.3,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_10_trimmed.sorted,UT-UPHL-240207381263,bbnorm,10,94.41,92.94,92.13,93.9,93.51,89.37,92.63,89.43,93.15,94.03,97.11,94.74,99.07,90.23,89.43,100,100,96.23,88.62,100,100,95.87,97.67,89.64,97.92,100,99.15,91.28,100,100,72.13,91.57,86.61,97.95,100,100,100,94.96,97.13,100,97.13,85.55,96.65,89.46,93.47,100,100,100,74.71,92.26,95.87,85.29,96.15,95.22,98.22,83,93.73,93.55,89.43,96.29,96.89,96.35,100,80.59,81.3,95.59,99.12,100,96.79,96.87,94.75,100,90.99,96.51,89.18,99.14,100,95.21,79.13,87.86,100,88.82,100,83.38,100,74.39,95.91,78.47,87.92,95.65,98.85,100,87.61,82.31,90.96,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_200_trimmed.sorted,UT-UPHL-240207381263,bbnorm,200,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,96.19,100,96.19,98.64,95.64,100,100,100,100,100,93.83,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_300_trimmed.sorted,UT-UPHL-240207381263,bbnorm,300,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.88,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,97,98.91,96.46,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_30_trimmed.sorted,UT-UPHL-240207381263,bbnorm,30,100,100,97.75,100,100,94.25,100,100,100,96.02,100,100,100,100,97.14,100,100,99.13,100,99.7,100,100,100,96.45,100,100,99.44,100,100,100,100,93.02,98.81,100,99.41,100,100,99.11,99.71,100,100,100,99.16,92.02,92.05,100,98.22,100,100,100,100,94.82,100,100,100,100,100,100,96.57,100,99.15,97.47,100,100,98.58,100,100,100,100,100,100,99.69,100,100,100,98.86,100,95.21,99.42,97.69,100,100,100,95.64,100,93.46,96.46,92.92,91.85,95.38,100,100,100,92.49,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_400_trimmed.sorted,UT-UPHL-240207381263,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.28,100,96.19,98.64,96.19,100,100,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_5000_trimmed.sorted,UT-UPHL-240207381263,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,97.55,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_500_trimmed.sorted,UT-UPHL-240207381263,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28,100,97.55,98.64,96.46,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207381263_bbnorm_50_trimmed.sorted,UT-UPHL-240207381263,bbnorm,50,100,100,98.88,100,100,100,99.72,100,100,96.02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,96.22,100,100,100,100,100,100,98.85,100,100,100,98.32,98.58,100,100,100,100,100,100,100,96.19,100,100,100,100,98.29,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,99.13,100,100,100,93.19,100,94.28,97.28,93.73,95.22,94.02,100,100,100,100,99.72,100
FPCOV-1,UT-UPHL-240207381263_raw_all_trimmed.sorted,UT-UPHL-240207381263,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_10000_trimmed.sorted,UT-UPHL-240207381263,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.32,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_1000_trimmed.sorted,UT-UPHL-240207381263,seqkit,1000,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,100,100,96.46,100,97.28,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_100_trimmed.sorted,UT-UPHL-240207381263,seqkit,100,100,100,99.16,100,100,97.41,99.72,100,100,97.16,100,100,100,100,100,100,100,100,100,100,100,96.46,100,97.63,97.92,100,100,100,100,100,100,99.71,96.73,100,100,100,100,97.33,100,100,97.13,100,94.41,97.72,100,100,100,100,100,98.85,100,95.37,100,100,100,100,100,100,99.14,99.14,100,99.16,100,100,98.02,95,97.95,100,93.59,100,100,100,100,100,100,98.29,97.53,98.31,96.81,96.82,100,100,100,94.01,100,95.91,96.19,94.28,99.44,87.5,100,100,100,93.03,99.72,99.43
FPCOV-1,UT-UPHL-240207381263_seqkit_10_trimmed.sorted,UT-UPHL-240207381263,seqkit,10,85.59,92.94,94.1,99.71,44.54,87.07,81.02,40.29,36.61,88.07,96.24,86.26,90.99,87.07,80.86,82.23,79.04,38.84,94.91,100,100,82.89,85.17,37.28,86.61,83.43,93.52,99.42,82.32,75,96.55,93.6,0,100,45.72,85.97,100,48.66,91.4,100,50.14,50.29,72.91,88.6,79.83,83.13,92.88,82.6,96.47,68.77,98.23,87.74,0,98.88,100,97.69,77.21,92.08,73.14,91.71,96.33,91.85,100,100,97.73,44.41,92.96,94.62,42.57,88.4,96.5,100,71.22,98.84,80.99,90,44.44,81.41,0,39.6,85.51,40.88,92.67,84.2,100,95.91,93.19,80.93,92.13,83.42,99.14,91.33,94.08,46.11,49.72,37.68
FPCOV-1,UT-UPHL-240207381263_seqkit_200_trimmed.sorted,UT-UPHL-240207381263,seqkit,200,100,100,100,100,100,97.7,99.72,100,100,97.44,100,100,100,100,100,100,100,100,100,100,100,100,100,97.63,100,100,100,100,100,100,100,99.71,98.51,100,100,100,100,97.33,100,100,100,100,94.69,97.72,100,100,100,100,100,100,100,96.73,100,100,100,100,100,100,100,100,100,100,100,100,98.02,95,100,100,94.46,100,100,100,100,100,100,98.29,100,99.72,96.81,100,100,100,100,96.19,100,95.91,97.28,94.28,99.44,96.2,100,100,100,93.03,99.72,100
FPCOV-1,UT-UPHL-240207381263_seqkit_300_trimmed.sorted,UT-UPHL-240207381263,seqkit,300,100,100,100,100,100,100,99.72,100,100,97.73,100,100,100,100,100,100,100,100,100,100,100,100,100,98.52,100,100,100,100,100,100,100,100,98.51,100,100,100,100,99.7,100,100,100,100,98.32,97.72,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,99.72,95,100,100,96.21,100,100,100,100,100,100,100,100,99.72,96.81,100,100,100,100,96.19,100,100,97.28,94.28,99.44,96.2,100,100,100,93.03,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_30_trimmed.sorted,UT-UPHL-240207381263,seqkit,30,98.53,100,99.16,99.71,97.94,94.25,92.35,92,100,95.45,99.71,98.25,100,96.84,94.57,100,99.4,89.86,100,100,100,91.74,100,69.53,91.67,91.12,95.49,99.42,97.39,90.7,96.55,93.6,96.43,100,96.76,100,100,96.74,100,100,96.85,94.8,78.49,93.16,90.62,100,100,99.12,99.41,89.68,100,91.83,83.43,100,100,100,100,92.08,95.71,99.14,99.15,98.31,100,100,97.73,44.41,93.55,96.6,86.59,92.16,100,100,96.8,100,91.52,96.57,95.68,95.49,86.67,81.79,100,98.53,99.12,89.65,100,95.91,95.91,91.83,99.44,86.41,99.43,100,97.18,93.03,98.31,89.52
FPCOV-1,UT-UPHL-240207381263_seqkit_400_trimmed.sorted,UT-UPHL-240207381263,seqkit,400,100,100,100,100,100,100,99.72,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.51,100,100,100,100,99.7,100,100,100,100,99.72,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,100,97.28,94.28,99.44,96.74,100,100,100,93.03,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_5000_trimmed.sorted,UT-UPHL-240207381263,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.32,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_500_trimmed.sorted,UT-UPHL-240207381263,seqkit,500,100,100,100,100,100,100,99.72,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,100,100,96.19,100,96.74,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-240207381263_seqkit_50_trimmed.sorted,UT-UPHL-240207381263,seqkit,50,98.53,100,99.16,100,100,96.84,99.72,100,100,95.45,100,100,100,100,94.57,100,99.4,92.75,100,100,100,91.74,100,86.69,97.92,100,95.49,99.42,100,96.51,96.55,94.48,96.43,100,99.12,100,100,96.74,100,100,96.85,100,87.99,95.16,100,100,100,100,100,95.7,100,92.92,100,100,100,100,100,100,97.43,99.14,100,98.31,100,100,98.02,86.47,96.19,100,88.05,92.16,100,100,98.26,100,100,96.57,95.68,95.49,86.67,91.33,100,100,99.12,91.01,100,95.91,96.19,92.37,99.44,86.41,100,100,97.18,93.03,98.31,98.87
FPCOV-1,UT-UPHL-240207447394_bbnorm_10000_trimmed.sorted,UT-UPHL-240207447394,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_1000_trimmed.sorted,UT-UPHL-240207447394,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.83,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_100_trimmed.sorted,UT-UPHL-240207447394,bbnorm,100,100,100,98.88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.32,98.58,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,99.44,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,96.73,97.28,100,98.6,97.83,100,100,99.72,93.83,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_10_trimmed.sorted,UT-UPHL-240207447394,bbnorm,10,100,100,92.13,95.06,93.22,85.06,95.18,87.71,93.15,73.3,99.13,100,100,96.55,91.43,100,89.22,97.39,97.01,100,100,98.23,100,91.72,90.48,100,95.49,100,94.49,98.55,95.11,93.02,96.43,94.72,97.64,99.1,100,92.58,98.57,100,100,95.95,80.17,87.46,90.34,100,100,100,98.24,84.81,96.46,88.28,100,98.03,98.52,93.66,98.29,98.53,96.57,80.57,98.02,95.22,92.19,98.53,99.72,94.71,95.6,92.07,97.38,100,92.42,98.78,90.7,100,98.25,94,97.22,94.08,93.91,99.13,99.13,77.06,100,100,94.74,87.47,88.01,100,89.33,88.86,98.56,100,96.06,79.36,91.81,92.35
