	summarized	lineages	abundances	resid	coverage
240409-CWSD19-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999954101417733)]	JN.1.4.5 JN.1.32 JN.1.8	0.38076839 0.36922764 0.24999937	11.225068720190023	32.44490519345885
240409-CWSD19-UT_bbnorm_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999954730391466)]	JN.1.8 JN.1.32 JN.1.48	0.43069295 0.40624915 0.16305338	26.435400482776565	99.67896197705916
240409-CWSD19-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999955787428546)]	JN.1.32 JN.1.4.5 JN.1.8	0.40944263 0.34665199 0.24390095	10.175679050357195	51.550011704511256
240409-CWSD19-UT_bbnorm_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999956272239139)]	JN.1.32 JN.1.8 JN.1.48	0.42176854 0.41469197 0.16353512	31.71104335084277	99.67896197705916
240409-CWSD19-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999995845700316)]	JN.1.32 JN.1.4.5 JN.1.8	0.43004770 0.34936071 0.22058743	9.714768616079404	60.08092833494967
240409-CWSD19-UT_bbnorm_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999973347317879)]	JN.1.32 JN.1.8 JN.1.48	0.42688691 0.40192898 0.17118144	26.798785370556118	99.67896197705916
240409-CWSD19-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999914026565242)]	JN.1.32 JN.1.4.5 JN.1.8	0.43559648 0.32021013 0.24418479	10.41028210873206	67.61528943584256
240409-CWSD19-UT_bbnorm_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999980683460322)]	JN.1.32 JN.1.8 JN.1 JN.1.69	0.41391896 0.40920399 0.17499188 0.00188324	28.016346836004686	99.67896197705916
240409-CWSD19-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999976242639093)]	JN.1.32 JN.1.4.5 JN.1.8	0.42481942 0.31953938 0.25563883	12.828075631080345	76.19636825736548
240409-CWSD19-UT_bbnorm_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999975854520502)]	JN.1.32 JN.1.8 JN.1.26 JN.1.8.3	0.45386863 0.38349276 0.16104198 0.00159422	28.411886939956638	99.67896197705916
240409-CWSD19-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999983373434919)]	JN.1.32 JN.1.8 JN.1.26 JN.1.4.5	0.43581944 0.26940586 0.23140190 0.06337114	13.688636914489496	91.06778584088553
240409-CWSD19-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9982914171096016)]	JN.1.32 JN.1.8 JN.1.26 JN.1.8.3	0.44290698 0.37795475 0.17636044 0.00106925	33.555382806750345	99.67896197705916
240409-CWSD19-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9992287421028092)]	JN.1.32 JN.1.8 JN.1.26 JN.1.4.5 JN.1.4.8 JN.1.38	0.44024114 0.28605194 0.21224449 0.05840565 0.00126094 0.00102458	14.538298375636607	91.629602381032
240409-CWSD19-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9974215699595923)]	JN.1.32 JN.1.8 JN.1.26 JN.1 JN.1.8.3	0.44099196 0.26801960 0.25335997 0.03398863 0.00106142	32.08966045465396	99.67896197705916
240409-CWSD19-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9982415108951335)]	JN.1.32 JN.1.8 JN.1.26 JN.1 JN.1.36 JN.1.47	0.43364626 0.28259787 0.25197345 0.02684739 0.00213460 0.00104194	21.49981355986384	98.59545864963381
240409-CWSD19-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9973944875132923)]	JN.1.32 JN.1.8 JN.1.26 JN.1 JN.1.8.3	0.42756548 0.26802545 0.25335940 0.04738786 0.00105630	30.12969605088394	99.67896197705916
240409-CWSD19-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.997946496977755)]	JN.1.32 JN.1.8 JN.1.26 JN.1 JN.1.36	0.42535704 0.27553998 0.25285096 0.04319042 0.00100810	25.877034418394654	99.67561783098685
240307-SVWRF3-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9936151724342094)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1.11 JN.1.4.4 JN.1.9.2 JN.1.4.6 JN.1 JN.1.4.9 JN.1.18 JN.1.4.5 LF.1	0.25331502 0.17772177 0.11332186 0.10815879 0.09459106 0.05214985 0.04794414 0.04396963 0.04329811 0.02657666 0.02600615 0.00430481 0.00225732	13.390037939854167	98.5586730428385
240307-SVWRF3-UT_bbnorm_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999837594450126)]	JN.1.18 JN.1.4.5 JN.1 JN.1.9 JN.1.9.2 JN.1.30 JN.1.4 JN.1.4.4	0.17618025 0.16666047 0.15248230 0.14077739 0.13194937 0.09090913 0.07415629 0.06686857	13.674554429204798	91.99077015684045
240307-SVWRF3-UT_seqkit_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999959765298454)]	NZ.1 LB.1.3.4 LB.1.3.5 LB.1.10 LB.1.11.1 LF.9.1 LY.2 LY.1 LF.10 LB.1.3 LB.1.11 LB.1.6 LB.1.8 LF.9 JN.1.18.6 JN.1.18.3 LB.1 JN.1.16.1 JN.1.16.5 JN.1.18.7 JN.1.55.2 JN.1.15.1 JN.1.18.5 JN.1.39.2 JN.1.12 JN.1.26 JN.1.9.2 JN.1.53.1 JN.1.6.1 JN.1.19 JN.1.24.1 JN.1.16 JN.1.18 JN.1.61 JN.1.39 JN.1.37 JN.1.55 JN.1.40 JN.1.20 JN.1.56 JN.1.9 JN.1.53 JN.1.6 JN.1.68 JN.1.43 JN.1.10 JN.1.21 JN.1.15 JN.1.59 JN.1.28 JN.1.24 JN.1.2 JN.1	0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785 0.01886785	1.5104041497788723	5.143296659198073
240307-SVWRF3-UT_bbnorm_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999984450290245)]	JN.1.9.2 JN.1.9 JN.1.4.4 JN.1.4 JN.1.30 JN.1.4.5 JN.1.18 JN.1.4.6 JN.1	0.26280707 0.15941494 0.15556968 0.11228552 0.10714300 0.07142926 0.06733726 0.03571452 0.02829718	14.241354776264194	98.29114135705447
240307-SVWRF3-UT_seqkit_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999927514195431)]	JN.1.9 JN.1.4.9 JN.1.36 JN.1.36.1 JN.1.55.2 JN.1.15.1 JN.1.53.1 JN.1.16.5 JN.1.16 JN.1.39 JN.1.55 JN.1.37 JN.1.40 JN.1.20 JN.1.56 JN.1.53 JN.1.68 JN.1.43 JN.1.10 JN.1.21 JN.1.15 JN.1.24 JN.1.2 JN.1	0.16666597 0.12499929 0.07142844 0.07142844 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353 0.02827353	2.6204369395698723	13.259539176671238
240307-SVWRF3-UT_bbnorm_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999945497598923)]	JN.1.30 JN.1.9.2 JN.1.4.4 JN.1.18 JN.1.4 JN.1.9 JN.1 JN.1.4.6 KV.2 JN.1.4.5	0.21212094 0.20400893 0.18308546 0.09751943 0.08358053 0.07804151 0.07497133 0.03276810 0.02537118 0.00852715	16.304698417938994	98.37474500886199
240307-SVWRF3-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999985325574634)]	JN.1.9 JN.1.11 JN.1.4.9 JN.1.36 JN.1.4.6 JN.1.32.1 JN.1.16.3 JN.1.32 JN.1.16.5 JN.1.55.2 JN.1.16 JN.1.39 JN.1.55 JN.1.53.1 JN.1.40 JN.1.20 JN.1.53 JN.1.68 JN.1.43 JN.1.10 JN.1.24 JN.1	0.30925956 0.22219726 0.21109536 0.16666644 0.02419795 0.02407203 0.00364228 0.00364228 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515 0.00251515	3.2025889088976207	27.03407684847674
240307-SVWRF3-UT_bbnorm_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999936759536132)]	JN.1.4.4 JN.1.9.2 JN.1.30 JN.1.4 JN.1.9 JN.1.36 JN.1.18 JN.1 KV.2 LF.1 JN.1.4.6 KQ.1 JN.1.4.3 JN.1.32.1 JN.1.32	0.21194975 0.18158232 0.16666699 0.10674465 0.09849748 0.08129805 0.05862354 0.04916985 0.03100754 0.00819669 0.00160080 0.00118387 0.00117198 0.00117010 0.00113007	13.023022635446061	98.37474500886199
240307-SVWRF3-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999996262061489)]	JN.1.9 JN.1.4.9 JN.1.36 JN.1.30 JN.1.11 JN.1.2 JN.1.55.2 JN.1.55 JN.1.40 JN.1.39 JN.1.16 JN.1 JN.1.10 JN.1.20 JN.1.68 JN.1.4.6 JN.1.32.1 JN.1.16.3 JN.1.32	0.27268199 0.27089933 0.24999979 0.03124993 0.02162515 0.01249690 0.01249690 0.01249690 0.01249690 0.01249690 0.01249690 0.01249690 0.01249690 0.01249690 0.01249690 0.00910044 0.00856765 0.00545150 0.00545150	4.257437615852799	47.03207036083336
240307-SVWRF3-UT_bbnorm_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999664466236514)]	JN.1.9 JN.1.4 JN.1.30 JN.1.9.2 JN.1.36 JN.1.4.4 JN.1 JN.1.4.6 JN.1.18 JN.1.4.5 LF.1 JN.1.4.9	0.16997837 0.15209008 0.12790697 0.12602232 0.12176785 0.11579522 0.05586078 0.05035889 0.04768308 0.02713115 0.00421898 0.00115276	15.614961530426589	98.3981540313681
240307-SVWRF3-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999986680117727)]	JN.1.9 JN.1.4.9 JN.1.36 JN.1.11 JN.1.4.6 JN.1.30	0.30188691 0.30054601 0.20454494 0.13849484 0.03278689 0.02173908	5.225934480541364	55.10818312543892
240307-SVWRF3-UT_bbnorm_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999984311221254)]	JN.1.9 JN.1.4 JN.1.30 JN.1.36 JN.1.9.2 JN.1.4.4 JN.1 JN.1.18 JN.1.4.6 JN.1.4.9 JN.1.4.5 LF.1 JN.1.51 JN.1.67	0.19963447 0.18208380 0.13138700 0.11334989 0.08568452 0.08174215 0.06717096 0.05011246 0.03628150 0.02252214 0.02227716 0.00304877 0.00248139 0.00222222	16.033776801968976	98.4817576831756
240307-SVWRF3-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999997327595708)]	JN.1.9 JN.1.4.9 JN.1.11 JN.1.36 JN.1.30 JN.1.4.6 JN.1.55 JN.1.39 JN.1.10 JN.1	0.27272685 0.26768334 0.19999970 0.17543888 0.03030296 0.02499948 0.00721153 0.00721153 0.00721153 0.00721153	5.252925307522185	61.26141189847173
240307-SVWRF3-UT_bbnorm_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999950455676726)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1 JN.1.4.4 JN.1.9.2 JN.1.18 JN.1.4.6 JN.1.4.5 JN.1.4.9 LF.1 JN.1.51 JN.1.26	0.19800868 0.17308808 0.15526800 0.10057970 0.09732343 0.06993641 0.06662603 0.05173204 0.04390341 0.02599990 0.01117686 0.00233640 0.00202430 0.00199180	15.805976384535546	98.50182255960941
240307-SVWRF3-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999320251969915)]	JN.1.9 JN.1.4.9 JN.1.36 JN.1.11 JN.1.30 JN.1.4 JN.1.4.1 KV.2 JN.1.4.6	0.26881401 0.22561528 0.15853354 0.11934697 0.06862681 0.06730688 0.06730688 0.01315871 0.01122293	6.054523722376822	67.8727886834097
240307-SVWRF3-UT_bbnorm_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999960195742744)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1 JN.1.4.4 JN.1.9.2 JN.1.4.6 JN.1.18 JN.1.4.5 JN.1.4.9 LF.1 JN.1.51 JN.1.26 JN.1.67	0.21165527 0.19448406 0.14826499 0.11095677 0.09113789 0.05563465 0.05431991 0.04629699 0.04625900 0.02086672 0.01348082 0.00226754 0.00159237 0.00156249 0.00121656	15.461725833092117	98.50182255960941
240307-SVWRF3-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999772693299672)]	JN.1.4.9 JN.1.9 JN.1.36 JN.1.4 JN.1.30 JN.1.11 LF.6 JN.1.9.2 JN.1.4.4 JN.1.4.6 KV.2	0.21832768 0.20191610 0.12698305 0.12152844 0.11290252 0.09363283 0.03333301 0.03121164 0.02847062 0.02447699 0.00719441	8.187708403699187	75.17640370531385
240307-SVWRF3-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9943752791940813)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1 JN.1.4.6 JN.1.4.4 JN.1.9.2 JN.1.18 JN.1.4.9 JN.1.4.5 LF.1 JN.1.26	0.25195669 0.19895559 0.13207500 0.12698398 0.07457225 0.04794068 0.04677713 0.04458641 0.03430226 0.02138044 0.01132399 0.00225734 0.00126352	16.196471419775193	98.5185432899709
240307-SVWRF3-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999845783330598)]	JN.1.9 JN.1.4 JN.1.4.9 JN.1.11 JN.1.30 JN.1.36 JN.1.9.2 JN.1.4.4 JN.1.4.6 JN.1 JN.1.18 LF.6 JN.1.4.5	0.18354792 0.14110817 0.13143850 0.12318605 0.11764688 0.11290235 0.04575080 0.04263980 0.04028206 0.02181666 0.01655887 0.01625914 0.00684738	12.033585343917334	89.58632913085644
240307-SVWRF3-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9937993961332927)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1.11 JN.1.4.4 JN.1.9.2 JN.1.4.6 JN.1 JN.1.4.9 JN.1.18 JN.1.4.5 LF.1	0.24910218 0.17767812 0.11335399 0.10824199 0.09467330 0.05218143 0.04812788 0.04398773 0.04312057 0.03065323 0.02611528 0.00430635 0.00225734	14.899043664270412	98.5185432899709
240307-SVWRF3-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9988866744777947)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1.11 JN.1.4.4 JN.1.9.2 JN.1.4.6 JN.1 JN.1.4.9 JN.1.18 JN.1.4.5 JN.1.26 JN.1.52	0.25407724 0.18133792 0.12264200 0.11064897 0.09717579 0.05409767 0.04982708 0.04372797 0.03244779 0.02217466 0.02199372 0.00480437 0.00273973 0.00119176	12.555473747751723	98.27776477276528
240307-SVWRF3-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9934380076870933)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1.11 JN.1.4.4 JN.1.9.2 JN.1.4.6 JN.1 JN.1.4.9 JN.1.18 JN.1.4.5 LF.1	0.24985904 0.17758356 0.11335356 0.10824124 0.09466922 0.05225034 0.04813981 0.04398889 0.04303346 0.02982358 0.02593245 0.00430558 0.00225727	13.991229023169534	98.5185432899709
240307-SVWRF3-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9946711697178336)]	JN.1.4 JN.1.9 JN.1.30 JN.1.36 JN.1.11 JN.1.4.4 JN.1.9.2 JN.1.4.6 JN.1 JN.1.4.9 JN.1.18 JN.1.4.5 LF.1 JN.1.13	0.24433008 0.17845991 0.11391954 0.10904612 0.09531322 0.05136572 0.04766298 0.04470064 0.04335910 0.03275496 0.02596643 0.00434833 0.00243300 0.00101113	13.28958771951024	98.55532889676621
240404-SBWRDEC27-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9980790335786643)]	JN.1.9 JN.1 JN.1.35 JN.1.4.9 JN.1.3 JN.1.6	0.63388753 0.26765123 0.05555104 0.01805199 0.01694923 0.00598801	17.861718356050964	97.48520215363007
240404-SBWRDEC27-UT_bbnorm_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999991757327371)]	JN.1 JN.1.9	0.54545427 0.45454490	13.003073117272645	96.51205564659064
240404-SBWRDEC27-UT_seqkit_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999999762609027)]	JN.1.9 JN.1.19 JN.1.55 JN.1.39 JN.1.1 JN.1.56 JN.1.3 JN.1	0.57142896 0.06122440 0.06122440 0.06122440 0.06122440 0.06122440 0.06122440 0.06122440	8.177841709749481	4.852355950907936
240404-SBWRDEC27-UT_bbnorm_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999980413246892)]	JN.1 JN.1.9	0.56249821 0.43749983	13.7316787834142	97.47516971541317
240404-SBWRDEC27-UT_seqkit_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999978643139352)]	JN.1.9 JN.1.19 JN.1.39 JN.1.56 JN.1.3 JN.1	0.52380988 0.09523760 0.09523760 0.09523760 0.09523760 0.09523760	7.417478997038289	16.790957429020498
240404-SBWRDEC27-UT_bbnorm_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9859145021627521), ('Other', 0.01408498987957639)]	JN.1.9 JN.1 JN.1.4.9 JN.1.44 XDP	0.67164196 0.28069876 0.01886789 0.01470589 0.01408499	14.019167301421902	97.47516971541317
240404-SBWRDEC27-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999987633157794)]	JN.1.9 JN.1.39 JN.1.56 JN.1	0.54054094 0.15315261 0.15315261 0.15315261	10.999645678403127	26.361903487944353
240404-SBWRDEC27-UT_bbnorm_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9929574522192062), ('Other', 0.007041988072506614)]	JN.1.9 JN.1 JN.1.4.9 JN.1.6 XDP	0.60799993 0.35879043 0.01886783 0.00729926 0.00704199	17.490641346163002	97.47516971541317
240404-SBWRDEC27-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.99999465953365)]	JN.1.9 JN.1.39 JN.1.56 JN.1	0.60563369 0.13145366 0.13145366 0.13145366	11.888522550486602	45.898404842323515
240404-SBWRDEC27-UT_bbnorm_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999997118142839)]	JN.1.9 JN.1 JN.1.4.9 JN.1.6	0.62546796 0.34967590 0.01886785 0.00598800	19.01500703650738	97.47516971541317
240404-SBWRDEC27-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.99998957805351)]	JN.1.9 JN.1.39 JN.1.56 JN.1	0.64356338 0.11880873 0.11880873 0.11880873	11.383515938363757	56.83041835267365
240404-SBWRDEC27-UT_bbnorm_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9976124630363556), ('Other', 0.002386520582124851)]	JN.1.9 JN.1 JN.1.4.9 JN.1.6 XDP	0.60360388 0.36915299 0.01886758 0.00598801 0.00238652	19.017208359789066	97.47516971541317
240404-SBWRDEC27-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999845261920942)]	JN.1.9 JN.1.39 JN.1	0.62222117 0.18888168 0.18888168	8.461956716860861	70.00969802360967
240404-SBWRDEC27-UT_bbnorm_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999899033453654)]	JN.1.9 JN.1 JN.1.4.9 JN.1.6 JN.1.44	0.60370895 0.36944116 0.01886411 0.00598767 0.00198801	18.841633433197515	97.47516971541317
240404-SBWRDEC27-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999978485813533)]	JN.1.9 JN.1	0.61111087 0.38888698	10.536979749540041	87.93766511721232
240404-SBWRDEC27-UT_bbnorm_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999978707573267)]	JN.1.9 JN.1 JN.1.4.9 JN.1.6 JN.1.44 JN.1.4.6	0.62765967 0.34435507 0.01886731 0.00598798 0.00163130 0.00149653	19.304363843276917	97.47516971541317
240404-SBWRDEC27-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999990723791748)]	JN.1.9 JN.1	0.64011794 0.35988113	11.069935389944455	90.53941076146207
240404-SBWRDEC27-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9991636756976275)]	JN.1.9 JN.1 JN.1.35 JN.1.4.9 JN.1.6	0.64374987 0.30866437 0.02189661 0.01886481 0.00598801	20.13304527725703	97.47851386148547
240404-SBWRDEC27-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999977683300149)]	JN.1.9 JN.1 JN.1.35	0.62924571 0.27549889 0.09523308	12.199578780658124	92.72648229274655
240404-SBWRDEC27-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9981875684658554)]	JN.1.9 JN.1 JN.1.35 JN.1.4.9 JN.1.3 JN.1.6	0.63336581 0.26816033 0.05555152 0.01817266 0.01694922 0.00598803	20.554052643562137	97.47851386148547
240404-SBWRDEC27-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9984104498409258)]	JN.1.9 JN.1 JN.1.35	0.62878888 0.29733587 0.07228570	16.039090132113326	97.47516971541317
240404-SBWRDEC27-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9980645207914554)]	JN.1.9 JN.1 JN.1.35 JN.1.4.9 JN.1.3 JN.1.6	0.63384971 0.26768617 0.05555046 0.01804094 0.01694923 0.00598802	19.266955336897713	97.47851386148547
240404-SBWRDEC27-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9980797934399208)]	JN.1.9 JN.1 JN.1.35 JN.1.4.9 JN.1.3 JN.1.6	0.63388751 0.26765111 0.05555143 0.01805250 0.01694923 0.00598802	17.861704855376345	97.48520215363007
240711-SBWRDSC26-UT_variants.tsv	[('KP.3* (KP.3.X)', 0.7463820389574763), ('BA.2.86* (BA.2.86.X)', 0.21773911874532637), ('KP.3.1.1* (KP.3.1.1.X)', 0.033514746081561894)]	KP.3.5 KP.3 KP.2.6 LB.1 LP.11 KP.2.3.1 KP.2 MC.19 KP.3.2.5	0.63859014 0.07859484 0.06293582 0.04254429 0.03845189 0.03724833 0.03655879 0.03351475 0.02919705	10.331416493738793	95.95358325251647
240711-SBWRDSC26-UT_bbnorm_10_variants.tsv	[('KP.3* (KP.3.X)', 0.7540107535620492), ('BA.2.86* (BA.2.86.X)', 0.24597727375138545)]	KP.3.5 KP.3.2.5 KP.1.1.3 KP.2.3.8 LB.1 JN.1.16.1	0.63636393 0.11764682 0.08347961 0.06250004 0.06249935 0.03749828	7.362304107321149	76.57760090960772
240711-SBWRDSC26-UT_seqkit_10_variants.tsv	[('KP.3* (KP.3.X)', 0.6125718330145117), ('BA.2.86* (BA.2.86.X)', 0.20818849961587169), ('Omicron', 0.12660541859462626), ('KP.3.1.1* (KP.3.1.1.X)', 0.05263048217848794)]	KP.3.5 XEE JN.1.28.1 KW.1 KP.4 KP.3.6 KP.5 KP.7.1 KP.3.2.1 KP.3 KP.3.2.2 KP.7 JN.1.11.1 KP.3.2.5 XET KP.3.2 JN.1.9.1 KP.2.3.1 KP.2.3.13 KP.2.3.7 KP.2.3.6 MC.13 MC.35 MC.28 MC.17 MC.44 MC.30 MC.6 MC.13.2 MC.26.1 MC.6.1 MC.1.3 MC.1.4 MC.1.7 MC.1.5 MC.27 MC.16 MC.14 KP.3.1.1 MC.46 MC.12 MC.5 MC.22 MC.7 MC.32 MC.1 MC.26 MC.37 MC.4 MC.43	0.50000003 0.10784345 0.01999995 0.01999995 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01876197 0.01555562 0.01470579 0.01470579 0.01470579 0.01470579 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484 0.00181484	2.1154770714514237	5.273718356017791
240711-SBWRDSC26-UT_bbnorm_30_variants.tsv	[('KP.3* (KP.3.X)', 0.8187645573945592), ('BA.2.86* (BA.2.86.X)', 0.10622525866901827), ('KP.3.1.1* (KP.3.1.1.X)', 0.07500084348054832)]	KP.3.5 MC.19 KP.2.3 KP.3.2.5 LP.11 KP.2.6 KP.2.3.1	0.78846172 0.07500084 0.04663619 0.03030284 0.02521603 0.01851700 0.01585604	9.264525929406137	88.5730528709494
240711-SBWRDSC26-UT_seqkit_30_variants.tsv	[('KP.3* (KP.3.X)', 0.6666661011117078), ('BA.2.86* (BA.2.86.X)', 0.28087144971519834), ('Omicron', 0.032827861790115855), ('KP.3.1.1* (KP.3.1.1.X)', 0.019604184298978786)]	KP.3.5 KP.2 XEE MC.19.1 KP.2.3.15 KP.2.3.13 KP.2.3.1 JN.1.39.2 JN.1.18 MC.19	0.66666610 0.24427175 0.03282786 0.01336870 0.00787929 0.00786754 0.00697564 0.00693861 0.00693861 0.00623549	8.769697469193483	15.607129719426144
240711-SBWRDSC26-UT_bbnorm_50_variants.tsv	[('KP.3* (KP.3.X)', 0.7469884919949566), ('BA.2.86* (BA.2.86.X)', 0.17680891998566012), ('KP.3.1.1* (KP.3.1.1.X)', 0.07619802830602344)]	KP.3.5 MC.19 LB.1 KP.2.6 KP.3 KP.2.3.1 KP.2.3.6	0.70731699 0.07619803 0.06666731 0.04347793 0.03967151 0.03464602 0.03201766	10.071047209584163	88.78707821957663
240711-SBWRDSC26-UT_seqkit_50_variants.tsv	[('KP.3* (KP.3.X)', 0.777771813039984), ('BA.2.86* (BA.2.86.X)', 0.18826668269907892), ('KP.3.1.1* (KP.3.1.1.X)', 0.025971657898999117), ('Omicron', 0.00797433652921446)]	KP.3.5 KP.3 LP.11 LB.1.5 KP.2 KP.2.3.1 KP.2.3.15 MC.19.1 MC.19 XEE	0.61904802 0.15872379 0.06451406 0.04347377 0.02764929 0.02664154 0.02598802 0.01742626 0.00854540 0.00797434	7.483021690935594	20.359161288165065
